"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"2013"	"2013"	30	137130	21.9
	"1-4 years"	"1-4"	"2014"	"2014"	31	136095	22.8
	"1-4 years"	"1-4"	"2015"	"2015"	29	135725	21.4
	"1-4 years"	"1-4"	"2016"	"2016"	44	135358	32.5
	"5-14 years"	"5-14"	"1999"	"1999"	71	403177	17.6
	"5-14 years"	"5-14"	"2000"	"2000"	71	402838	17.6
	"5-14 years"	"5-14"	"2001"	"2001"	78	399576	19.5
	"5-14 years"	"5-14"	"2002"	"2002"	65	396859	16.4
	"5-14 years"	"5-14"	"2003"	"2003"	67	393602	17.0
	"5-14 years"	"5-14"	"2004"	"2004"	70	389463	18.0
	"5-14 years"	"5-14"	"2005"	"2005"	59	383618	15.4
	"5-14 years"	"5-14"	"2006"	"2006"	67	380290	17.6
	"5-14 years"	"5-14"	"2007"	"2007"	69	376237	18.3
	"5-14 years"	"5-14"	"2008"	"2008"	52	372547	14.0
	"5-14 years"	"5-14"	"2009"	"2009"	48	369458	13.0
	"5-14 years"	"5-14"	"2010"	"2010"	47	368501	12.8
	"5-14 years"	"5-14"	"2011"	"2011"	46	365482	12.6
	"5-14 years"	"5-14"	"2012"	"2012"	51	363896	14.0
	"5-14 years"	"5-14"	"2013"	"2013"	58	360712	16.1
	"5-14 years"	"5-14"	"2014"	"2014"	38	358678	10.6
	"5-14 years"	"5-14"	"2015"	"2015"	56	355613	15.7
	"5-14 years"	"5-14"	"2016"	"2016"	52	352086	14.8
	"15-24 years"	"15-24"	"1999"	"1999"	327	353111	92.6
	"15-24 years"	"15-24"	"2000"	"2000"	337	355594	94.8
	"15-24 years"	"15-24"	"2001"	"2001"	363	362574	100.1
	"15-24 years"	"15-24"	"2002"	"2002"	335	366403	91.4
	"15-24 years"	"15-24"	"2003"	"2003"	313	370950	84.4
	"15-24 years"	"15-24"	"2004"	"2004"	326	375820	86.7
	"15-24 years"	"15-24"	"2005"	"2005"	352	378333	93.0
	"15-24 years"	"15-24"	"2006"	"2006"	375	379557	98.8
	"15-24 years"	"15-24"	"2007"	"2007"	370	379384	97.5
	"15-24 years"	"15-24"	"2008"	"2008"	370	379196	97.6
	"15-24 years"	"15-24"	"2009"	"2009"	331	378448	87.5
	"15-24 years"	"15-24"	"2010"	"2010"	348	376781	92.4
	"15-24 years"	"15-24"	"2011"	"2011"	342	370809	92.2
	"15-24 years"	"15-24"	"2012"	"2012"	340	368343	92.3
	"15-24 years"	"15-24"	"2013"	"2013"	298	365218	81.6
	"15-24 years"	"15-24"	"2014"	"2014"	353	361798	97.6
	"15-24 years"	"15-24"	"2015"	"2015"	401	357887	112.0
	"15-24 years"	"15-24"	"2016"	"2016"	394	351843	112.0
	"25-34 years"	"25-34"	"1999"	"1999"	397	360345	110.2
	"25-34 years"	"25-34"	"2000"	"2000"	400	355391	112.6
	"25-34 years"	"25-34"	"2001"	"2001"	418	349600	119.6
	"25-34 years"	"25-34"	"2002"	"2002"	395	348097	113.5
	"25-34 years"	"25-34"	"2003"	"2003"	371	347894	106.6
	"25-34 years"	"25-34"	"2004"	"2004"	389	347869	111.8
	"25-34 years"	"25-34"	"2005"	"2005"	401	347318	115.5
	"25-34 years"	"25-34"	"2006"	"2006"	461	349354	132.0
	"25-34 years"	"25-34"	"2007"	"2007"	411	353037	116.4
	"25-34 years"	"25-34"	"2008"	"2008"	457	357802	127.7
	"25-34 years"	"25-34"	"2009"	"2009"	484	363261	133.2
	"25-34 years"	"25-34"	"2010"	"2010"	472	366622	128.7
	"25-34 years"	"25-34"	"2011"	"2011"	478	373741	127.9
	"25-34 years"	"25-34"	"2012"	"2012"	504	375538	134.2
	"25-34 years"	"25-34"	"2013"	"2013"	483	377773	127.9
	"25-34 years"	"25-34"	"2014"	"2014"	571	379837	150.3
	"25-34 years"	"25-34"	"2015"	"2015"	551	381214	144.5
	"25-34 years"	"25-34"	"2016"	"2016"	697	381931	182.5
	"35-44 years"	"35-44"	"1999"	"1999"	984	443585	221.8
	"35-44 years"	"35-44"	"2000"	"2000"	879	443493	198.2
	"35-44 years"	"35-44"	"2001"	"2001"	915	438364	208.7
	"35-44 years"	"35-44"	"2002"	"2002"	891	429877	207.3
	"35-44 years"	"35-44"	"2003"	"2003"	841	420204	200.1
	"35-44 years"	"35-44"	"2004"	"2004"	797	411076	193.9
	"35-44 years"	"35-44"	"2005"	"2005"	834	402615	207.1
	"35-44 years"	"35-44"	"2006"	"2006"	825	394804	209.0
	"35-44 years"	"35-44"	"2007"	"2007"	713	385415	185.0
	"35-44 years"	"35-44"	"2008"	"2008"	698	375195	186.0
	"35-44 years"	"35-44"	"2009"	"2009"	699	365238	191.4
	"35-44 years"	"35-44"	"2010"	"2010"	684	358199	191.0
	"35-44 years"	"35-44"	"2011"	"2011"	673	350223	192.2
	"35-44 years"	"35-44"	"2012"	"2012"	656	346696	189.2
	"35-44 years"	"35-44"	"2013"	"2013"	679	346152	196.2
	"35-44 years"	"35-44"	"2014"	"2014"	683	346440	197.1
	"35-44 years"	"35-44"	"2015"	"2015"	734	346654	211.7
	"35-44 years"	"35-44"	"2016"	"2016"	831	345047	240.8
	"45-54 years"	"45-54"	"1999"	"1999"	1496	352271	424.7
	"45-54 years"	"45-54"	"2000"	"2000"	1557	362401	429.6
	"45-54 years"	"45-54"	"2001"	"2001"	1644	379772	432.9
	"45-54 years"	"45-54"	"2002"	"2002"	1757	386285	454.8
	"45-54 years"	"45-54"	"2003"	"2003"	1820	395254	460.5
	"45-54 years"	"45-54"	"2004"	"2004"	1750	403885	433.3
	"45-54 years"	"45-54"	"2005"	"2005"	1754	412683	425.0
	"45-54 years"	"45-54"	"2006"	"2006"	1872	420874	444.8
	"45-54 years"	"45-54"	"2007"	"2007"	1726	426885	404.3
	"45-54 years"	"45-54"	"2008"	"2008"	1844	431542	427.3
	"45-54 years"	"45-54"	"2009"	"2009"	1857	433625	428.3
	"45-54 years"	"45-54"	"2010"	"2010"	1824	432892	421.4
	"45-54 years"	"45-54"	"2011"	"2011"	1863	426321	437.0
	"45-54 years"	"45-54"	"2012"	"2012"	1778	416467	426.9
	"45-54 years"	"45-54"	"2013"	"2013"	1703	405953	419.5
	"45-54 years"	"45-54"	"2014"	"2014"	1748	396129	441.3
	"45-54 years"	"45-54"	"2015"	"2015"	1660	387389	428.5
	"45-54 years"	"45-54"	"2016"	"2016"	1617	377624	428.2
	"55-64 years"	"55-64"	"1999"	"1999"	2557	227715	1122.9
	"55-64 years"	"55-64"	"2000"	"2000"	2389	230488	1036.5
	"55-64 years"	"55-64"	"2001"	"2001"	2533	235966	1073.5
	"55-64 years"	"55-64"	"2002"	"2002"	2601	249534	1042.3
	"55-64 years"	"55-64"	"2003"	"2003"	2530	259900	973.5
	"55-64 years"	"55-64"	"2004"	"2004"	2636	270214	975.5
	"55-64 years"	"55-64"	"2005"	"2005"	2628	281115	934.8
	"55-64 years"	"55-64"	"2006"	"2006"	2769	292358	947.1
	"55-64 years"	"55-64"	"2007"	"2007"	2691	303088	887.9
	"55-64 years"	"55-64"	"2008"	"2008"	2900	312578	927.8
	"55-64 years"	"55-64"	"2009"	"2009"	2942	325566	903.7
	"55-64 years"	"55-64"	"2010"	"2010"	2939	336937	872.3
	"55-64 years"	"55-64"	"2011"	"2011"	3095	353354	875.9
	"55-64 years"	"55-64"	"2012"	"2012"	3160	359781	878.3
	"55-64 years"	"55-64"	"2013"	"2013"	3267	370096	882.7
	"55-64 years"	"55-64"	"2014"	"2014"	3471	378164	917.9
	"55-64 years"	"55-64"	"2015"	"2015"	3549	386789	917.6
	"55-64 years"	"55-64"	"2016"	"2016"	3547	391937	905.0
	"65-74 years"	"65-74"	"1999"	"1999"	4988	182259	2736.8
	"65-74 years"	"65-74"	"2000"	"2000"	4736	181504	2609.3
	"65-74 years"	"65-74"	"2001"	"2001"	4449	179427	2479.6
	"65-74 years"	"65-74"	"2002"	"2002"	4538	176875	2565.7
	"65-74 years"	"65-74"	"2003"	"2003"	4343	175850	2469.7
	"65-74 years"	"65-74"	"2004"	"2004"	4138	175438	2358.7
	"65-74 years"	"65-74"	"2005"	"2005"	4011	174948	2292.7
	"65-74 years"	"65-74"	"2006"	"2006"	3953	176220	2243.2
	"65-74 years"	"65-74"	"2007"	"2007"	3812	179455	2124.2
	"65-74 years"	"65-74"	"2008"	"2008"	4045	185020	2186.3
	"65-74 years"	"65-74"	"2009"	"2009"	3882	190298	2040.0
	"65-74 years"	"65-74"	"2010"	"2010"	3879	193637	2003.2
	"65-74 years"	"65-74"	"2011"	"2011"	3969	198598	1998.5
	"65-74 years"	"65-74"	"2012"	"2012"	4183	211903	1974.0
	"65-74 years"	"65-74"	"2013"	"2013"	4227	221556	1907.9
	"65-74 years"	"65-74"	"2014"	"2014"	4387	230954	1899.5
	"65-74 years"	"65-74"	"2015"	"2015"	4555	240427	1894.5
	"65-74 years"	"65-74"	"2016"	"2016"	4700	249576	1883.2
	"75-84 years"	"75-84"	"1999"	"1999"	7577	121345	6244.2
	"75-84 years"	"75-84"	"2000"	"2000"	7182	121899	5891.8
	"75-84 years"	"75-84"	"2001"	"2001"	7351	123852	5935.3
	"75-84 years"	"75-84"	"2002"	"2002"	7511	125406	5989.3
	"75-84 years"	"75-84"	"2003"	"2003"	7464	126794	5886.7
	"75-84 years"	"75-84"	"2004"	"2004"	7226	127292	5676.7
	"75-84 years"	"75-84"	"2005"	"2005"	7135	127953	5576.3
	"75-84 years"	"75-84"	"2006"	"2006"	7079	127996	5530.6
	"75-84 years"	"75-84"	"2007"	"2007"	6833	127397	5363.5
	"75-84 years"	"75-84"	"2008"	"2008"	6855	126721	5409.5
	"75-84 years"	"75-84"	"2009"	"2009"	6458	125654	5139.5
	"75-84 years"	"75-84"	"2010"	"2010"	6531	125439	5206.5
	"75-84 years"	"75-84"	"2011"	"2011"	6383	125068	5103.6
	"75-84 years"	"75-84"	"2012"	"2012"	6158	124460	4947.8
	"75-84 years"	"75-84"	"2013"	"2013"	6304	124510	5063.0
	"75-84 years"	"75-84"	"2014"	"2014"	6153	125313	4910.1
	"75-84 years"	"75-84"	"2015"	"2015"	6327	125849	5027.5
	"75-84 years"	"75-84"	"2016"	"2016"	6107	127120	4804.1
	"85+ years"	"85+"	"1999"	"1999"	7314	43693	16739.5
	"85+ years"	"85+"	"2000"	"2000"	7228	44188	16357.4
	"85+ years"	"85+"	"2001"	"2001"	7147	44446	16080.2
	"85+ years"	"85+"	"2002"	"2002"	7523	44545	16888.5
	"85+ years"	"85+"	"2003"	"2003"	7331	45018	16284.6
	"85+ years"	"85+"	"2004"	"2004"	7115	45123	15768.0
	"85+ years"	"85+"	"2005"	"2005"	7091	46275	15323.6
	"85+ years"	"85+"	"2006"	"2006"	7215	47630	15148.0
	"85+ years"	"85+"	"2007"	"2007"	7231	49103	14726.2
	"85+ years"	"85+"	"2008"	"2008"	7748	50451	15357.5
	"85+ years"	"85+"	"2009"	"2009"	7297	51610	14138.7
	"85+ years"	"85+"	"2010"	"2010"	7660	52653	14548.1
	"85+ years"	"85+"	"2011"	"2011"	7675	54628	14049.6
	"85+ years"	"85+"	"2012"	"2012"	7876	56418	13960.1
	"85+ years"	"85+"	"2013"	"2013"	8115	58231	13935.9
	"85+ years"	"85+"	"2014"	"2014"	8324	59625	13960.6
	"85+ years"	"85+"	"2015"	"2015"	8423	60611	13896.8
	"85+ years"	"85+"	"2016"	"2016"	8560	61246	13976.4
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Bond County, IL (17005), Calhoun County, IL (17013), Clinton County, IL (17027), Jersey County, IL (17083), Macoupin"
"County, IL (17117), Madison County, IL (17119), Monroe County, IL (17133), St. Clair County, IL (17163), Franklin County, MO"
"(29071), Jefferson County, MO (29099), Lincoln County, MO (29113), St. Charles County, MO (29183), St. Louis County, MO (29189),"
"Warren County, MO (29219), St. Louis city, MO (29510)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:52:32 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:52:32 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
