"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	38388	Suppressed
	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	38006	Suppressed
	"1-4 years"	"1-4"	"2013"	"2013"	13	37649	Unreliable
	"1-4 years"	"1-4"	"2014"	"2014"	21	37584	55.9
	"1-4 years"	"1-4"	"2015"	"2015"	Suppressed	37382	Suppressed
	"1-4 years"	"1-4"	"2016"	"2016"	Suppressed	38196	Suppressed
	"5-14 years"	"5-14"	"1999"	"1999"	25	94966	26.3
	"5-14 years"	"5-14"	"2000"	"2000"	17	95812	Unreliable
	"5-14 years"	"5-14"	"2001"	"2001"	14	96345	Unreliable
	"5-14 years"	"5-14"	"2002"	"2002"	21	96691	21.7
	"5-14 years"	"5-14"	"2003"	"2003"	28	97446	28.7
	"5-14 years"	"5-14"	"2004"	"2004"	12	97803	Unreliable
	"5-14 years"	"5-14"	"2005"	"2005"	16	98366	Unreliable
	"5-14 years"	"5-14"	"2006"	"2006"	13	99748	Unreliable
	"5-14 years"	"5-14"	"2007"	"2007"	18	100509	Unreliable
	"5-14 years"	"5-14"	"2008"	"2008"	16	101831	Unreliable
	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	102357	Suppressed
	"5-14 years"	"5-14"	"2010"	"2010"	14	102520	Unreliable
	"5-14 years"	"5-14"	"2011"	"2011"	19	101949	Unreliable
	"5-14 years"	"5-14"	"2012"	"2012"	14	102273	Unreliable
	"5-14 years"	"5-14"	"2013"	"2013"	17	102798	Unreliable
	"5-14 years"	"5-14"	"2014"	"2014"	16	102376	Unreliable
	"5-14 years"	"5-14"	"2015"	"2015"	14	101898	Unreliable
	"5-14 years"	"5-14"	"2016"	"2016"	19	101242	Unreliable
	"15-24 years"	"15-24"	"1999"	"1999"	90	101651	88.5
	"15-24 years"	"15-24"	"2000"	"2000"	86	102015	84.3
	"15-24 years"	"15-24"	"2001"	"2001"	90	105361	85.4
	"15-24 years"	"15-24"	"2002"	"2002"	110	107664	102.2
	"15-24 years"	"15-24"	"2003"	"2003"	103	109266	94.3
	"15-24 years"	"15-24"	"2004"	"2004"	104	110626	94.0
	"15-24 years"	"15-24"	"2005"	"2005"	100	111982	89.3
	"15-24 years"	"15-24"	"2006"	"2006"	120	112496	106.7
	"15-24 years"	"15-24"	"2007"	"2007"	102	113262	90.1
	"15-24 years"	"15-24"	"2008"	"2008"	86	113157	76.0
	"15-24 years"	"15-24"	"2009"	"2009"	94	113278	83.0
	"15-24 years"	"15-24"	"2010"	"2010"	95	112666	84.3
	"15-24 years"	"15-24"	"2011"	"2011"	76	115999	65.5
	"15-24 years"	"15-24"	"2012"	"2012"	80	117321	68.2
	"15-24 years"	"15-24"	"2013"	"2013"	83	118126	70.3
	"15-24 years"	"15-24"	"2014"	"2014"	71	118959	59.7
	"15-24 years"	"15-24"	"2015"	"2015"	90	119194	75.5
	"15-24 years"	"15-24"	"2016"	"2016"	88	118615	74.2
	"25-34 years"	"25-34"	"1999"	"1999"	111	104212	106.5
	"25-34 years"	"25-34"	"2000"	"2000"	141	103090	136.8
	"25-34 years"	"25-34"	"2001"	"2001"	120	100038	120.0
	"25-34 years"	"25-34"	"2002"	"2002"	128	98470	130.0
	"25-34 years"	"25-34"	"2003"	"2003"	129	98036	131.6
	"25-34 years"	"25-34"	"2004"	"2004"	145	98384	147.4
	"25-34 years"	"25-34"	"2005"	"2005"	144	98391	146.4
	"25-34 years"	"25-34"	"2006"	"2006"	135	99176	136.1
	"25-34 years"	"25-34"	"2007"	"2007"	142	100297	141.6
	"25-34 years"	"25-34"	"2008"	"2008"	129	101503	127.1
	"25-34 years"	"25-34"	"2009"	"2009"	147	102850	142.9
	"25-34 years"	"25-34"	"2010"	"2010"	163	103168	158.0
	"25-34 years"	"25-34"	"2011"	"2011"	166	102975	161.2
	"25-34 years"	"25-34"	"2012"	"2012"	146	103232	141.4
	"25-34 years"	"25-34"	"2013"	"2013"	146	103125	141.6
	"25-34 years"	"25-34"	"2014"	"2014"	165	103712	159.1
	"25-34 years"	"25-34"	"2015"	"2015"	176	104602	168.3
	"25-34 years"	"25-34"	"2016"	"2016"	178	106723	166.8
	"35-44 years"	"35-44"	"1999"	"1999"	273	117444	232.5
	"35-44 years"	"35-44"	"2000"	"2000"	283	117388	241.1
	"35-44 years"	"35-44"	"2001"	"2001"	315	116775	269.7
	"35-44 years"	"35-44"	"2002"	"2002"	300	115640	259.4
	"35-44 years"	"35-44"	"2003"	"2003"	339	114905	295.0
	"35-44 years"	"35-44"	"2004"	"2004"	318	114073	278.8
	"35-44 years"	"35-44"	"2005"	"2005"	300	114315	262.4
	"35-44 years"	"35-44"	"2006"	"2006"	300	114977	260.9
	"35-44 years"	"35-44"	"2007"	"2007"	294	115109	255.4
	"35-44 years"	"35-44"	"2008"	"2008"	276	114367	241.3
	"35-44 years"	"35-44"	"2009"	"2009"	282	112290	251.1
	"35-44 years"	"35-44"	"2010"	"2010"	297	111013	267.5
	"35-44 years"	"35-44"	"2011"	"2011"	281	108975	257.9
	"35-44 years"	"35-44"	"2012"	"2012"	289	107909	267.8
	"35-44 years"	"35-44"	"2013"	"2013"	281	107489	261.4
	"35-44 years"	"35-44"	"2014"	"2014"	311	106685	291.5
	"35-44 years"	"35-44"	"2015"	"2015"	285	105437	270.3
	"35-44 years"	"35-44"	"2016"	"2016"	326	104609	311.6
	"45-54 years"	"45-54"	"1999"	"1999"	497	105110	472.8
	"45-54 years"	"45-54"	"2000"	"2000"	513	107535	477.1
	"45-54 years"	"45-54"	"2001"	"2001"	556	111443	498.9
	"45-54 years"	"45-54"	"2002"	"2002"	570	111906	509.4
	"45-54 years"	"45-54"	"2003"	"2003"	578	113319	510.1
	"45-54 years"	"45-54"	"2004"	"2004"	618	114611	539.2
	"45-54 years"	"45-54"	"2005"	"2005"	563	116541	483.1
	"45-54 years"	"45-54"	"2006"	"2006"	687	119106	576.8
	"45-54 years"	"45-54"	"2007"	"2007"	665	120656	551.2
	"45-54 years"	"45-54"	"2008"	"2008"	676	122192	553.2
	"45-54 years"	"45-54"	"2009"	"2009"	671	123150	544.9
	"45-54 years"	"45-54"	"2010"	"2010"	738	123390	598.1
	"45-54 years"	"45-54"	"2011"	"2011"	684	122341	559.1
	"45-54 years"	"45-54"	"2012"	"2012"	689	121186	568.5
	"45-54 years"	"45-54"	"2013"	"2013"	714	119759	596.2
	"45-54 years"	"45-54"	"2014"	"2014"	723	118892	608.1
	"45-54 years"	"45-54"	"2015"	"2015"	705	118298	596.0
	"45-54 years"	"45-54"	"2016"	"2016"	665	118418	561.6
	"55-64 years"	"55-64"	"1999"	"1999"	793	73821	1074.2
	"55-64 years"	"55-64"	"2000"	"2000"	859	75053	1144.5
	"55-64 years"	"55-64"	"2001"	"2001"	835	77322	1079.9
	"55-64 years"	"55-64"	"2002"	"2002"	928	82442	1125.6
	"55-64 years"	"55-64"	"2003"	"2003"	944	86451	1091.9
	"55-64 years"	"55-64"	"2004"	"2004"	945	90358	1045.8
	"55-64 years"	"55-64"	"2005"	"2005"	972	93832	1035.9
	"55-64 years"	"55-64"	"2006"	"2006"	1018	97781	1041.1
	"55-64 years"	"55-64"	"2007"	"2007"	1023	101296	1009.9
	"55-64 years"	"55-64"	"2008"	"2008"	1051	104246	1008.2
	"55-64 years"	"55-64"	"2009"	"2009"	1128	107396	1050.3
	"55-64 years"	"55-64"	"2010"	"2010"	1153	110166	1046.6
	"55-64 years"	"55-64"	"2011"	"2011"	1190	113875	1045.0
	"55-64 years"	"55-64"	"2012"	"2012"	1256	113752	1104.2
	"55-64 years"	"55-64"	"2013"	"2013"	1249	114347	1092.3
	"55-64 years"	"55-64"	"2014"	"2014"	1379	115231	1196.7
	"55-64 years"	"55-64"	"2015"	"2015"	1353	116598	1160.4
	"55-64 years"	"55-64"	"2016"	"2016"	1389	118175	1175.4
	"65-74 years"	"65-74"	"1999"	"1999"	1453	55367	2624.3
	"65-74 years"	"65-74"	"2000"	"2000"	1503	55618	2702.4
	"65-74 years"	"65-74"	"2001"	"2001"	1408	55937	2517.1
	"65-74 years"	"65-74"	"2002"	"2002"	1397	56460	2474.3
	"65-74 years"	"65-74"	"2003"	"2003"	1408	57282	2458.0
	"65-74 years"	"65-74"	"2004"	"2004"	1372	58270	2354.6
	"65-74 years"	"65-74"	"2005"	"2005"	1404	59775	2348.8
	"65-74 years"	"65-74"	"2006"	"2006"	1401	62185	2253.0
	"65-74 years"	"65-74"	"2007"	"2007"	1384	64219	2155.1
	"65-74 years"	"65-74"	"2008"	"2008"	1478	67133	2201.6
	"65-74 years"	"65-74"	"2009"	"2009"	1472	69553	2116.4
	"65-74 years"	"65-74"	"2010"	"2010"	1570	70950	2212.8
	"65-74 years"	"65-74"	"2011"	"2011"	1529	73204	2088.7
	"65-74 years"	"65-74"	"2012"	"2012"	1640	78195	2097.3
	"65-74 years"	"65-74"	"2013"	"2013"	1764	81676	2159.8
	"65-74 years"	"65-74"	"2014"	"2014"	1857	85100	2182.1
	"65-74 years"	"65-74"	"2015"	"2015"	1886	88092	2140.9
	"65-74 years"	"65-74"	"2016"	"2016"	1957	91096	2148.3
	"75-84 years"	"75-84"	"1999"	"1999"	2097	35226	5953.0
	"75-84 years"	"75-84"	"2000"	"2000"	2182	35566	6135.1
	"75-84 years"	"75-84"	"2001"	"2001"	2239	36366	6156.8
	"75-84 years"	"75-84"	"2002"	"2002"	2318	36874	6286.3
	"75-84 years"	"75-84"	"2003"	"2003"	2275	37404	6082.2
	"75-84 years"	"75-84"	"2004"	"2004"	2195	37601	5837.6
	"75-84 years"	"75-84"	"2005"	"2005"	2191	38117	5748.1
	"75-84 years"	"75-84"	"2006"	"2006"	2114	38856	5440.6
	"75-84 years"	"75-84"	"2007"	"2007"	2138	39094	5468.9
	"75-84 years"	"75-84"	"2008"	"2008"	2201	39292	5601.6
	"75-84 years"	"75-84"	"2009"	"2009"	2086	39121	5332.2
	"75-84 years"	"75-84"	"2010"	"2010"	2144	39589	5415.6
	"75-84 years"	"75-84"	"2011"	"2011"	2071	40257	5144.4
	"75-84 years"	"75-84"	"2012"	"2012"	2179	40755	5346.6
	"75-84 years"	"75-84"	"2013"	"2013"	2203	41501	5308.3
	"75-84 years"	"75-84"	"2014"	"2014"	2287	42391	5395.0
	"75-84 years"	"75-84"	"2015"	"2015"	2217	43180	5134.3
	"75-84 years"	"75-84"	"2016"	"2016"	2275	44383	5125.8
	"85+ years"	"85+"	"1999"	"1999"	1961	11276	17390.9
	"85+ years"	"85+"	"2000"	"2000"	1832	11482	15955.4
	"85+ years"	"85+"	"2001"	"2001"	1922	11763	16339.4
	"85+ years"	"85+"	"2002"	"2002"	1994	11830	16855.5
	"85+ years"	"85+"	"2003"	"2003"	1998	12019	16623.7
	"85+ years"	"85+"	"2004"	"2004"	1968	12284	16020.8
	"85+ years"	"85+"	"2005"	"2005"	1948	12757	15270.0
	"85+ years"	"85+"	"2006"	"2006"	1924	13437	14318.7
	"85+ years"	"85+"	"2007"	"2007"	2023	13980	14470.7
	"85+ years"	"85+"	"2008"	"2008"	2230	14512	15366.6
	"85+ years"	"85+"	"2009"	"2009"	2196	15136	14508.5
	"85+ years"	"85+"	"2010"	"2010"	2304	15558	14809.1
	"85+ years"	"85+"	"2011"	"2011"	2373	16231	14620.2
	"85+ years"	"85+"	"2012"	"2012"	2459	16509	14894.9
	"85+ years"	"85+"	"2013"	"2013"	2552	16906	15095.2
	"85+ years"	"85+"	"2014"	"2014"	2542	17199	14779.9
	"85+ years"	"85+"	"2015"	"2015"	2480	17484	14184.4
	"85+ years"	"85+"	"2016"	"2016"	2561	17720	14452.6
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Anderson County, TN (47001), Blount County, TN (47009), Campbell County, TN (47013), Grainger County, TN (47057), Knox"
"County, TN (47093), Loudon County, TN (47105), Morgan County, TN (47129), Roane County, TN (47145), Union County, TN (47173)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:54:11 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:54:11 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
