"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"75-84 years"	"75-84"	"1999"	"1999"	2188	35007	6250.2
	"75-84 years"	"75-84"	"2000"	"2000"	2146	35442	6055.0
	"75-84 years"	"75-84"	"2001"	"2001"	2265	36500	6205.5
	"75-84 years"	"75-84"	"2002"	"2002"	2293	37110	6178.9
	"75-84 years"	"75-84"	"2003"	"2003"	2327	37700	6172.4
	"75-84 years"	"75-84"	"2004"	"2004"	2208	38144	5788.6
	"75-84 years"	"75-84"	"2005"	"2005"	2373	38447	6172.1
	"75-84 years"	"75-84"	"2006"	"2006"	2256	38813	5812.5
	"75-84 years"	"75-84"	"2007"	"2007"	2294	38831	5907.7
	"75-84 years"	"75-84"	"2008"	"2008"	2355	38653	6092.7
	"75-84 years"	"75-84"	"2009"	"2009"	2067	38511	5367.3
	"75-84 years"	"75-84"	"2010"	"2010"	2081	38900	5349.6
	"75-84 years"	"75-84"	"2011"	"2011"	2117	39268	5391.2
	"75-84 years"	"75-84"	"2012"	"2012"	2122	39407	5384.8
	"75-84 years"	"75-84"	"2013"	"2013"	2193	40060	5474.3
	"75-84 years"	"75-84"	"2014"	"2014"	2120	40866	5187.7
	"75-84 years"	"75-84"	"2015"	"2015"	2173	41727	5207.7
	"75-84 years"	"75-84"	"2016"	"2016"	2177	42540	5117.5
	"85+ years"	"85+"	"1999"	"1999"	1982	12000	16516.7
	"85+ years"	"85+"	"2000"	"2000"	2060	12057	17085.5
	"85+ years"	"85+"	"2001"	"2001"	2035	11906	17092.2
	"85+ years"	"85+"	"2002"	"2002"	2041	11899	17152.7
	"85+ years"	"85+"	"2003"	"2003"	2119	12105	17505.2
	"85+ years"	"85+"	"2004"	"2004"	1936	12156	15926.3
	"85+ years"	"85+"	"2005"	"2005"	2120	12585	16845.5
	"85+ years"	"85+"	"2006"	"2006"	2118	13048	16232.4
	"85+ years"	"85+"	"2007"	"2007"	2189	13597	16099.1
	"85+ years"	"85+"	"2008"	"2008"	2289	14024	16322.0
	"85+ years"	"85+"	"2009"	"2009"	2036	14582	13962.4
	"85+ years"	"85+"	"2010"	"2010"	2336	14842	15739.1
	"85+ years"	"85+"	"2011"	"2011"	2347	15793	14861.0
	"85+ years"	"85+"	"2012"	"2012"	2310	16238	14225.9
	"85+ years"	"85+"	"2013"	"2013"	2490	16537	15057.1
	"85+ years"	"85+"	"2014"	"2014"	2377	16962	14013.7
	"85+ years"	"85+"	"2015"	"2015"	2504	17352	14430.6
	"85+ years"	"85+"	"2016"	"2016"	2404	17755	13539.8
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Creek County, OK (40037), Okmulgee County, OK (40111), Osage County, OK (40113), Pawnee County, OK (40117), Rogers"
"County, OK (40131), Tulsa County, OK (40143), Wagoner County, OK (40145)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:53:22 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:53:22 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
