"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"2015"	"2015"	16	74847	Unreliable
	"1-4 years"	"1-4"	"2016"	"2016"	26	74507	34.9
	"5-14 years"	"5-14"	"1999"	"1999"	54	193266	27.9
	"5-14 years"	"5-14"	"2000"	"2000"	53	195475	27.1
	"5-14 years"	"5-14"	"2001"	"2001"	40	195726	20.4
	"5-14 years"	"5-14"	"2002"	"2002"	46	196614	23.4
	"5-14 years"	"5-14"	"2003"	"2003"	51	197584	25.8
	"5-14 years"	"5-14"	"2004"	"2004"	45	197293	22.8
	"5-14 years"	"5-14"	"2005"	"2005"	34	197251	17.2
	"5-14 years"	"5-14"	"2006"	"2006"	35	199454	17.5
	"5-14 years"	"5-14"	"2007"	"2007"	36	198352	18.1
	"5-14 years"	"5-14"	"2008"	"2008"	46	197536	23.3
	"5-14 years"	"5-14"	"2009"	"2009"	41	195655	21.0
	"5-14 years"	"5-14"	"2010"	"2010"	35	194794	18.0
	"5-14 years"	"5-14"	"2011"	"2011"	27	193619	13.9
	"5-14 years"	"5-14"	"2012"	"2012"	35	193055	18.1
	"5-14 years"	"5-14"	"2013"	"2013"	35	191878	18.2
	"5-14 years"	"5-14"	"2014"	"2014"	26	190364	13.7
	"5-14 years"	"5-14"	"2015"	"2015"	38	188665	20.1
	"5-14 years"	"5-14"	"2016"	"2016"	41	186931	21.9
	"15-24 years"	"15-24"	"1999"	"1999"	218	171307	127.3
	"15-24 years"	"15-24"	"2000"	"2000"	208	171820	121.1
	"15-24 years"	"15-24"	"2001"	"2001"	193	175087	110.2
	"15-24 years"	"15-24"	"2002"	"2002"	210	176778	118.8
	"15-24 years"	"15-24"	"2003"	"2003"	180	178880	100.6
	"15-24 years"	"15-24"	"2004"	"2004"	204	181125	112.6
	"15-24 years"	"15-24"	"2005"	"2005"	209	183077	114.2
	"15-24 years"	"15-24"	"2006"	"2006"	211	184560	114.3
	"15-24 years"	"15-24"	"2007"	"2007"	216	187151	115.4
	"15-24 years"	"15-24"	"2008"	"2008"	173	188377	91.8
	"15-24 years"	"15-24"	"2009"	"2009"	186	189944	97.9
	"15-24 years"	"15-24"	"2010"	"2010"	167	191176	87.4
	"15-24 years"	"15-24"	"2011"	"2011"	137	192610	71.1
	"15-24 years"	"15-24"	"2012"	"2012"	181	194383	93.1
	"15-24 years"	"15-24"	"2013"	"2013"	184	193002	95.3
	"15-24 years"	"15-24"	"2014"	"2014"	190	191347	99.3
	"15-24 years"	"15-24"	"2015"	"2015"	182	188482	96.6
	"15-24 years"	"15-24"	"2016"	"2016"	230	185541	124.0
	"25-34 years"	"25-34"	"1999"	"1999"	285	179729	158.6
	"25-34 years"	"25-34"	"2000"	"2000"	278	179014	155.3
	"25-34 years"	"25-34"	"2001"	"2001"	309	175845	175.7
	"25-34 years"	"25-34"	"2002"	"2002"	311	176023	176.7
	"25-34 years"	"25-34"	"2003"	"2003"	279	176538	158.0
	"25-34 years"	"25-34"	"2004"	"2004"	301	177639	169.4
	"25-34 years"	"25-34"	"2005"	"2005"	308	177852	173.2
	"25-34 years"	"25-34"	"2006"	"2006"	292	179656	162.5
	"25-34 years"	"25-34"	"2007"	"2007"	282	179796	156.8
	"25-34 years"	"25-34"	"2008"	"2008"	315	179794	175.2
	"25-34 years"	"25-34"	"2009"	"2009"	300	180193	166.5
	"25-34 years"	"25-34"	"2010"	"2010"	287	180835	158.7
	"25-34 years"	"25-34"	"2011"	"2011"	284	182780	155.4
	"25-34 years"	"25-34"	"2012"	"2012"	258	183305	140.7
	"25-34 years"	"25-34"	"2013"	"2013"	272	182929	148.7
	"25-34 years"	"25-34"	"2014"	"2014"	304	184123	165.1
	"25-34 years"	"25-34"	"2015"	"2015"	328	184841	177.4
	"25-34 years"	"25-34"	"2016"	"2016"	375	186186	201.4
	"35-44 years"	"35-44"	"1999"	"1999"	583	194327	300.0
	"35-44 years"	"35-44"	"2000"	"2000"	559	194725	287.1
	"35-44 years"	"35-44"	"2001"	"2001"	561	193684	289.6
	"35-44 years"	"35-44"	"2002"	"2002"	584	190712	306.2
	"35-44 years"	"35-44"	"2003"	"2003"	549	188736	290.9
	"35-44 years"	"35-44"	"2004"	"2004"	506	187592	269.7
	"35-44 years"	"35-44"	"2005"	"2005"	529	187306	282.4
	"35-44 years"	"35-44"	"2006"	"2006"	534	188732	282.9
	"35-44 years"	"35-44"	"2007"	"2007"	497	187804	264.6
	"35-44 years"	"35-44"	"2008"	"2008"	464	185481	250.2
	"35-44 years"	"35-44"	"2009"	"2009"	481	182210	264.0
	"35-44 years"	"35-44"	"2010"	"2010"	463	180581	256.4
	"35-44 years"	"35-44"	"2011"	"2011"	401	178010	225.3
	"35-44 years"	"35-44"	"2012"	"2012"	408	177594	229.7
	"35-44 years"	"35-44"	"2013"	"2013"	462	176216	262.2
	"35-44 years"	"35-44"	"2014"	"2014"	458	175020	261.7
	"35-44 years"	"35-44"	"2015"	"2015"	460	173242	265.5
	"35-44 years"	"35-44"	"2016"	"2016"	486	170395	285.2
	"45-54 years"	"45-54"	"1999"	"1999"	919	156672	586.6
	"45-54 years"	"45-54"	"2000"	"2000"	969	162034	598.0
	"45-54 years"	"45-54"	"2001"	"2001"	1004	169933	590.8
	"45-54 years"	"45-54"	"2002"	"2002"	1119	173381	645.4
	"45-54 years"	"45-54"	"2003"	"2003"	1093	176562	619.0
	"45-54 years"	"45-54"	"2004"	"2004"	1099	179085	613.7
	"45-54 years"	"45-54"	"2005"	"2005"	1177	181944	646.9
	"45-54 years"	"45-54"	"2006"	"2006"	1132	185739	609.5
	"45-54 years"	"45-54"	"2007"	"2007"	1108	187613	590.6
	"45-54 years"	"45-54"	"2008"	"2008"	1083	189496	571.5
	"45-54 years"	"45-54"	"2009"	"2009"	1090	190541	572.1
	"45-54 years"	"45-54"	"2010"	"2010"	1062	191110	555.7
	"45-54 years"	"45-54"	"2011"	"2011"	1068	189048	564.9
	"45-54 years"	"45-54"	"2012"	"2012"	992	186123	533.0
	"45-54 years"	"45-54"	"2013"	"2013"	1065	182932	582.2
	"45-54 years"	"45-54"	"2014"	"2014"	963	180528	533.4
	"45-54 years"	"45-54"	"2015"	"2015"	988	179207	551.3
	"45-54 years"	"45-54"	"2016"	"2016"	943	177575	531.0
	"55-64 years"	"55-64"	"1999"	"1999"	1235	94357	1308.9
	"55-64 years"	"55-64"	"2000"	"2000"	1332	96106	1386.0
	"55-64 years"	"55-64"	"2001"	"2001"	1258	98993	1270.8
	"55-64 years"	"55-64"	"2002"	"2002"	1327	105268	1260.6
	"55-64 years"	"55-64"	"2003"	"2003"	1326	111214	1192.3
	"55-64 years"	"55-64"	"2004"	"2004"	1436	116852	1228.9
	"55-64 years"	"55-64"	"2005"	"2005"	1549	122764	1261.8
	"55-64 years"	"55-64"	"2006"	"2006"	1487	129137	1151.5
	"55-64 years"	"55-64"	"2007"	"2007"	1566	134943	1160.5
	"55-64 years"	"55-64"	"2008"	"2008"	1609	139758	1151.3
	"55-64 years"	"55-64"	"2009"	"2009"	1666	146379	1138.1
	"55-64 years"	"55-64"	"2010"	"2010"	1676	151267	1108.0
	"55-64 years"	"55-64"	"2011"	"2011"	1828	158674	1152.0
	"55-64 years"	"55-64"	"2012"	"2012"	1907	161319	1182.1
	"55-64 years"	"55-64"	"2013"	"2013"	1995	163920	1217.1
	"55-64 years"	"55-64"	"2014"	"2014"	2048	165385	1238.3
	"55-64 years"	"55-64"	"2015"	"2015"	2084	167443	1244.6
	"55-64 years"	"55-64"	"2016"	"2016"	1994	168891	1180.6
	"65-74 years"	"65-74"	"1999"	"1999"	2029	66529	3049.8
	"65-74 years"	"65-74"	"2000"	"2000"	2087	66545	3136.2
	"65-74 years"	"65-74"	"2001"	"2001"	1971	66405	2968.1
	"65-74 years"	"65-74"	"2002"	"2002"	1896	66112	2867.9
	"65-74 years"	"65-74"	"2003"	"2003"	1920	66695	2878.8
	"65-74 years"	"65-74"	"2004"	"2004"	1797	67460	2663.8
	"65-74 years"	"65-74"	"2005"	"2005"	1858	68894	2696.9
	"65-74 years"	"65-74"	"2006"	"2006"	1763	70707	2493.4
	"65-74 years"	"65-74"	"2007"	"2007"	1767	72618	2433.3
	"65-74 years"	"65-74"	"2008"	"2008"	1816	75448	2407.0
	"65-74 years"	"65-74"	"2009"	"2009"	1898	78015	2432.9
	"65-74 years"	"65-74"	"2010"	"2010"	1951	79565	2452.1
	"65-74 years"	"65-74"	"2011"	"2011"	1858	82210	2260.1
	"65-74 years"	"65-74"	"2012"	"2012"	2042	87786	2326.1
	"65-74 years"	"65-74"	"2013"	"2013"	2140	92803	2306.0
	"65-74 years"	"65-74"	"2014"	"2014"	2208	97751	2258.8
	"65-74 years"	"65-74"	"2015"	"2015"	2381	102244	2328.7
	"65-74 years"	"65-74"	"2016"	"2016"	2521	106386	2369.7
	"75-84 years"	"75-84"	"1999"	"1999"	2753	41394	6650.7
	"75-84 years"	"75-84"	"2000"	"2000"	2823	41663	6775.8
	"75-84 years"	"75-84"	"2001"	"2001"	2794	42521	6570.9
	"75-84 years"	"75-84"	"2002"	"2002"	2784	43116	6457.0
	"75-84 years"	"75-84"	"2003"	"2003"	2791	43396	6431.5
	"75-84 years"	"75-84"	"2004"	"2004"	2554	43525	5867.9
	"75-84 years"	"75-84"	"2005"	"2005"	2691	43799	6144.0
	"75-84 years"	"75-84"	"2006"	"2006"	2563	43978	5827.9
	"75-84 years"	"75-84"	"2007"	"2007"	2603	44012	5914.3
	"75-84 years"	"75-84"	"2008"	"2008"	2537	44136	5748.1
	"75-84 years"	"75-84"	"2009"	"2009"	2437	43599	5589.6
	"75-84 years"	"75-84"	"2010"	"2010"	2553	43869	5819.6
	"75-84 years"	"75-84"	"2011"	"2011"	2353	44422	5296.9
	"75-84 years"	"75-84"	"2012"	"2012"	2396	44527	5381.0
	"75-84 years"	"75-84"	"2013"	"2013"	2465	45017	5475.7
	"75-84 years"	"75-84"	"2014"	"2014"	2500	45937	5442.2
	"75-84 years"	"75-84"	"2015"	"2015"	2548	47097	5410.1
	"75-84 years"	"75-84"	"2016"	"2016"	2526	48284	5231.5
	"85+ years"	"85+"	"1999"	"1999"	2259	13656	16542.2
	"85+ years"	"85+"	"2000"	"2000"	2417	13716	17621.8
	"85+ years"	"85+"	"2001"	"2001"	2295	13640	16825.5
	"85+ years"	"85+"	"2002"	"2002"	2355	13460	17496.3
	"85+ years"	"85+"	"2003"	"2003"	2296	13565	16925.9
	"85+ years"	"85+"	"2004"	"2004"	2329	13707	16991.3
	"85+ years"	"85+"	"2005"	"2005"	2363	14152	16697.3
	"85+ years"	"85+"	"2006"	"2006"	2216	14800	14973.0
	"85+ years"	"85+"	"2007"	"2007"	2327	15163	15346.6
	"85+ years"	"85+"	"2008"	"2008"	2402	15686	15313.0
	"85+ years"	"85+"	"2009"	"2009"	2389	16343	14617.9
	"85+ years"	"85+"	"2010"	"2010"	2515	16748	15016.7
	"85+ years"	"85+"	"2011"	"2011"	2601	17854	14568.2
	"85+ years"	"85+"	"2012"	"2012"	2618	18390	14236.0
	"85+ years"	"85+"	"2013"	"2013"	2689	18972	14173.5
	"85+ years"	"85+"	"2014"	"2014"	2630	19139	13741.6
	"85+ years"	"85+"	"2015"	"2015"	2861	19596	14599.9
	"85+ years"	"85+"	"2016"	"2016"	2707	19901	13602.3
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Crittenden County, AR (05035), Benton County, MS (28009), DeSoto County, MS (28033), Marshall County, MS (28093), Tate"
"County, MS (28137), Tunica County, MS (28143), Fayette County, TN (47047), Shelby County, TN (47157), Tipton County, TN (47167)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:58:45 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:58:45 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
