"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"15-24 years"	"15-24"	"2009"	"2009"	105	170664	61.5
	"15-24 years"	"15-24"	"2010"	"2010"	119	170391	69.8
	"15-24 years"	"15-24"	"2011"	"2011"	137	168846	81.1
	"15-24 years"	"15-24"	"2012"	"2012"	134	169952	78.8
	"15-24 years"	"15-24"	"2013"	"2013"	134	169566	79.0
	"15-24 years"	"15-24"	"2014"	"2014"	118	170120	69.4
	"15-24 years"	"15-24"	"2015"	"2015"	136	169461	80.3
	"15-24 years"	"15-24"	"2016"	"2016"	139	167982	82.7
	"25-34 years"	"25-34"	"1999"	"1999"	189	154508	122.3
	"25-34 years"	"25-34"	"2000"	"2000"	190	152227	124.8
	"25-34 years"	"25-34"	"2001"	"2001"	158	150055	105.3
	"25-34 years"	"25-34"	"2002"	"2002"	196	149009	131.5
	"25-34 years"	"25-34"	"2003"	"2003"	172	148769	115.6
	"25-34 years"	"25-34"	"2004"	"2004"	183	149149	122.7
	"25-34 years"	"25-34"	"2005"	"2005"	144	149779	96.1
	"25-34 years"	"25-34"	"2006"	"2006"	163	151055	107.9
	"25-34 years"	"25-34"	"2007"	"2007"	190	152646	124.5
	"25-34 years"	"25-34"	"2008"	"2008"	153	155684	98.3
	"25-34 years"	"25-34"	"2009"	"2009"	164	157800	103.9
	"25-34 years"	"25-34"	"2010"	"2010"	163	159687	102.1
	"25-34 years"	"25-34"	"2011"	"2011"	190	163987	115.9
	"25-34 years"	"25-34"	"2012"	"2012"	149	167733	88.8
	"25-34 years"	"25-34"	"2013"	"2013"	181	172375	105.0
	"25-34 years"	"25-34"	"2014"	"2014"	205	176523	116.1
	"25-34 years"	"25-34"	"2015"	"2015"	224	180386	124.2
	"25-34 years"	"25-34"	"2016"	"2016"	259	182194	142.2
	"35-44 years"	"35-44"	"1999"	"1999"	386	180055	214.4
	"35-44 years"	"35-44"	"2000"	"2000"	387	180763	214.1
	"35-44 years"	"35-44"	"2001"	"2001"	387	179627	215.4
	"35-44 years"	"35-44"	"2002"	"2002"	387	178276	217.1
	"35-44 years"	"35-44"	"2003"	"2003"	422	176497	239.1
	"35-44 years"	"35-44"	"2004"	"2004"	310	175146	177.0
	"35-44 years"	"35-44"	"2005"	"2005"	373	175415	212.6
	"35-44 years"	"35-44"	"2006"	"2006"	340	176399	192.7
	"35-44 years"	"35-44"	"2007"	"2007"	318	175570	181.1
	"35-44 years"	"35-44"	"2008"	"2008"	339	173081	195.9
	"35-44 years"	"35-44"	"2009"	"2009"	315	169227	186.1
	"35-44 years"	"35-44"	"2010"	"2010"	301	166593	180.7
	"35-44 years"	"35-44"	"2011"	"2011"	266	163310	162.9
	"35-44 years"	"35-44"	"2012"	"2012"	309	162389	190.3
	"35-44 years"	"35-44"	"2013"	"2013"	257	162325	158.3
	"35-44 years"	"35-44"	"2014"	"2014"	289	162380	178.0
	"35-44 years"	"35-44"	"2015"	"2015"	312	161845	192.8
	"35-44 years"	"35-44"	"2016"	"2016"	353	161554	218.5
	"45-54 years"	"45-54"	"1999"	"1999"	634	149133	425.1
	"45-54 years"	"45-54"	"2000"	"2000"	710	153988	461.1
	"45-54 years"	"45-54"	"2001"	"2001"	718	160863	446.3
	"45-54 years"	"45-54"	"2002"	"2002"	720	162983	441.8
	"45-54 years"	"45-54"	"2003"	"2003"	746	165987	449.4
	"45-54 years"	"45-54"	"2004"	"2004"	727	169889	427.9
	"45-54 years"	"45-54"	"2005"	"2005"	765	173779	440.2
	"45-54 years"	"45-54"	"2006"	"2006"	823	177443	463.8
	"45-54 years"	"45-54"	"2007"	"2007"	766	180827	423.6
	"45-54 years"	"45-54"	"2008"	"2008"	775	183665	422.0
	"45-54 years"	"45-54"	"2009"	"2009"	771	185518	415.6
	"45-54 years"	"45-54"	"2010"	"2010"	736	185988	395.7
	"45-54 years"	"45-54"	"2011"	"2011"	747	184728	404.4
	"45-54 years"	"45-54"	"2012"	"2012"	753	183350	410.7
	"45-54 years"	"45-54"	"2013"	"2013"	709	182094	389.4
	"45-54 years"	"45-54"	"2014"	"2014"	707	180534	391.6
	"45-54 years"	"45-54"	"2015"	"2015"	727	179040	406.1
	"45-54 years"	"45-54"	"2016"	"2016"	729	178823	407.7
	"55-64 years"	"55-64"	"1999"	"1999"	1005	88639	1133.8
	"55-64 years"	"55-64"	"2000"	"2000"	1009	90775	1111.5
	"55-64 years"	"55-64"	"2001"	"2001"	1025	94549	1084.1
	"55-64 years"	"55-64"	"2002"	"2002"	1042	102113	1020.4
	"55-64 years"	"55-64"	"2003"	"2003"	1105	108570	1017.8
	"55-64 years"	"55-64"	"2004"	"2004"	1148	115122	997.2
	"55-64 years"	"55-64"	"2005"	"2005"	1223	121281	1008.4
	"55-64 years"	"55-64"	"2006"	"2006"	1181	127847	923.8
	"55-64 years"	"55-64"	"2007"	"2007"	1243	133286	932.6
	"55-64 years"	"55-64"	"2008"	"2008"	1206	137858	874.8
	"55-64 years"	"55-64"	"2009"	"2009"	1278	143676	889.5
	"55-64 years"	"55-64"	"2010"	"2010"	1234	148436	831.3
	"55-64 years"	"55-64"	"2011"	"2011"	1299	155463	835.6
	"55-64 years"	"55-64"	"2012"	"2012"	1370	157525	869.7
	"55-64 years"	"55-64"	"2013"	"2013"	1449	161752	895.8
	"55-64 years"	"55-64"	"2014"	"2014"	1432	165032	867.7
	"55-64 years"	"55-64"	"2015"	"2015"	1546	168353	918.3
	"55-64 years"	"55-64"	"2016"	"2016"	1589	171640	925.8
	"65-74 years"	"65-74"	"1999"	"1999"	1790	64252	2785.9
	"65-74 years"	"65-74"	"2000"	"2000"	1839	63997	2873.6
	"65-74 years"	"65-74"	"2001"	"2001"	1707	63895	2671.6
	"65-74 years"	"65-74"	"2002"	"2002"	1618	63726	2539.0
	"65-74 years"	"65-74"	"2003"	"2003"	1686	64005	2634.2
	"65-74 years"	"65-74"	"2004"	"2004"	1577	64598	2441.3
	"65-74 years"	"65-74"	"2005"	"2005"	1582	65930	2399.5
	"65-74 years"	"65-74"	"2006"	"2006"	1582	67859	2331.3
	"65-74 years"	"65-74"	"2007"	"2007"	1508	70135	2150.1
	"65-74 years"	"65-74"	"2008"	"2008"	1587	73905	2147.4
	"65-74 years"	"65-74"	"2009"	"2009"	1590	77451	2052.9
	"65-74 years"	"65-74"	"2010"	"2010"	1595	79921	1995.7
	"65-74 years"	"65-74"	"2011"	"2011"	1630	83901	1942.8
	"65-74 years"	"65-74"	"2012"	"2012"	1723	91038	1892.6
	"65-74 years"	"65-74"	"2013"	"2013"	1824	97274	1875.1
	"65-74 years"	"65-74"	"2014"	"2014"	1917	103202	1857.5
	"65-74 years"	"65-74"	"2015"	"2015"	2054	108554	1892.1
	"65-74 years"	"65-74"	"2016"	"2016"	2071	113891	1818.4
	"75-84 years"	"75-84"	"1999"	"1999"	2496	41295	6044.3
	"75-84 years"	"75-84"	"2000"	"2000"	2632	41956	6273.2
	"75-84 years"	"75-84"	"2001"	"2001"	2623	43082	6088.4
	"75-84 years"	"75-84"	"2002"	"2002"	2651	43811	6051.0
	"75-84 years"	"75-84"	"2003"	"2003"	2680	44420	6033.3
	"75-84 years"	"75-84"	"2004"	"2004"	2580	44911	5744.7
	"75-84 years"	"75-84"	"2005"	"2005"	2580	45559	5663.0
	"75-84 years"	"75-84"	"2006"	"2006"	2534	46160	5489.6
	"75-84 years"	"75-84"	"2007"	"2007"	2561	45994	5568.1
	"75-84 years"	"75-84"	"2008"	"2008"	2407	45923	5241.4
	"75-84 years"	"75-84"	"2009"	"2009"	2299	45653	5035.8
	"75-84 years"	"75-84"	"2010"	"2010"	2415	45812	5271.5
	"75-84 years"	"75-84"	"2011"	"2011"	2312	46324	4990.9
	"75-84 years"	"75-84"	"2012"	"2012"	2293	46430	4938.6
	"75-84 years"	"75-84"	"2013"	"2013"	2303	46971	4903.0
	"75-84 years"	"75-84"	"2014"	"2014"	2375	47819	4966.6
	"75-84 years"	"75-84"	"2015"	"2015"	2459	49027	5015.6
	"75-84 years"	"75-84"	"2016"	"2016"	2362	50584	4669.5
	"85+ years"	"85+"	"1999"	"1999"	2153	13423	16039.6
	"85+ years"	"85+"	"2000"	"2000"	2228	13707	16254.5
	"85+ years"	"85+"	"2001"	"2001"	2185	13759	15880.5
	"85+ years"	"85+"	"2002"	"2002"	2337	14190	16469.3
	"85+ years"	"85+"	"2003"	"2003"	2402	14523	16539.3
	"85+ years"	"85+"	"2004"	"2004"	2329	14871	15661.4
	"85+ years"	"85+"	"2005"	"2005"	2481	15340	16173.4
	"85+ years"	"85+"	"2006"	"2006"	2395	16365	14634.9
	"85+ years"	"85+"	"2007"	"2007"	2571	17229	14922.5
	"85+ years"	"85+"	"2008"	"2008"	2610	17934	14553.4
	"85+ years"	"85+"	"2009"	"2009"	2568	18900	13587.3
	"85+ years"	"85+"	"2010"	"2010"	2718	19510	13931.3
	"85+ years"	"85+"	"2011"	"2011"	2859	20451	13979.8
	"85+ years"	"85+"	"2012"	"2012"	3061	21334	14348.0
	"85+ years"	"85+"	"2013"	"2013"	3148	21928	14356.1
	"85+ years"	"85+"	"2014"	"2014"	3113	22283	13970.3
	"85+ years"	"85+"	"2015"	"2015"	3220	22662	14208.8
	"85+ years"	"85+"	"2016"	"2016"	3187	22918	13906.1
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Amelia County, VA (51007), Caroline County, VA (51033), Charles City County, VA (51036), Chesterfield County, VA"
"(51041), Dinwiddie County, VA (51053), Goochland County, VA (51075), Hanover County, VA (51085), Henrico County, VA (51087),"
"King William County, VA (51101), New Kent County, VA (51127), Powhatan County, VA (51145), Prince George County, VA (51149),"
"Sussex County, VA (51183), Colonial Heights city, VA (51570), Hopewell city, VA (51670), Petersburg city, VA (51730), Richmond"
"city, VA (51760)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 9:00:26 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 9:00:26 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
