"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"5-14 years"	"5-14"	"2006"	"2006"	24	210648	11.4
	"5-14 years"	"5-14"	"2007"	"2007"	31	215151	14.4
	"5-14 years"	"5-14"	"2008"	"2008"	25	219671	11.4
	"5-14 years"	"5-14"	"2009"	"2009"	34	223412	15.2
	"5-14 years"	"5-14"	"2010"	"2010"	37	225629	16.4
	"5-14 years"	"5-14"	"2011"	"2011"	27	229298	11.8
	"5-14 years"	"5-14"	"2012"	"2012"	18	232977	Unreliable
	"5-14 years"	"5-14"	"2013"	"2013"	32	237119	13.5
	"5-14 years"	"5-14"	"2014"	"2014"	30	240157	12.5
	"5-14 years"	"5-14"	"2015"	"2015"	45	242347	18.6
	"5-14 years"	"5-14"	"2016"	"2016"	40	244022	16.4
	"15-24 years"	"15-24"	"1999"	"1999"	196	192396	101.9
	"15-24 years"	"15-24"	"2000"	"2000"	220	195286	112.7
	"15-24 years"	"15-24"	"2001"	"2001"	201	201419	99.8
	"15-24 years"	"15-24"	"2002"	"2002"	195	202885	96.1
	"15-24 years"	"15-24"	"2003"	"2003"	175	204690	85.5
	"15-24 years"	"15-24"	"2004"	"2004"	202	208641	96.8
	"15-24 years"	"15-24"	"2005"	"2005"	204	212891	95.8
	"15-24 years"	"15-24"	"2006"	"2006"	221	216203	102.2
	"15-24 years"	"15-24"	"2007"	"2007"	175	221425	79.0
	"15-24 years"	"15-24"	"2008"	"2008"	189	224249	84.3
	"15-24 years"	"15-24"	"2009"	"2009"	188	227985	82.5
	"15-24 years"	"15-24"	"2010"	"2010"	184	229409	80.2
	"15-24 years"	"15-24"	"2011"	"2011"	150	229103	65.5
	"15-24 years"	"15-24"	"2012"	"2012"	170	231926	73.3
	"15-24 years"	"15-24"	"2013"	"2013"	142	238036	59.7
	"15-24 years"	"15-24"	"2014"	"2014"	191	243018	78.6
	"15-24 years"	"15-24"	"2015"	"2015"	182	247251	73.6
	"15-24 years"	"15-24"	"2016"	"2016"	206	248585	82.9
	"25-34 years"	"25-34"	"1999"	"1999"	240	215015	111.6
	"25-34 years"	"25-34"	"2000"	"2000"	276	214790	128.5
	"25-34 years"	"25-34"	"2001"	"2001"	249	213936	116.4
	"25-34 years"	"25-34"	"2002"	"2002"	248	215397	115.1
	"25-34 years"	"25-34"	"2003"	"2003"	269	217555	123.6
	"25-34 years"	"25-34"	"2004"	"2004"	230	221573	103.8
	"25-34 years"	"25-34"	"2005"	"2005"	237	225503	105.1
	"25-34 years"	"25-34"	"2006"	"2006"	247	231083	106.9
	"25-34 years"	"25-34"	"2007"	"2007"	261	236270	110.5
	"25-34 years"	"25-34"	"2008"	"2008"	266	240295	110.7
	"25-34 years"	"25-34"	"2009"	"2009"	218	243789	89.4
	"25-34 years"	"25-34"	"2010"	"2010"	287	245217	117.0
	"25-34 years"	"25-34"	"2011"	"2011"	267	251268	106.3
	"25-34 years"	"25-34"	"2012"	"2012"	266	255913	103.9
	"25-34 years"	"25-34"	"2013"	"2013"	302	258699	116.7
	"25-34 years"	"25-34"	"2014"	"2014"	271	264547	102.4
	"25-34 years"	"25-34"	"2015"	"2015"	314	271657	115.6
	"25-34 years"	"25-34"	"2016"	"2016"	374	280618	133.3
	"35-44 years"	"35-44"	"1999"	"1999"	500	232816	214.8
	"35-44 years"	"35-44"	"2000"	"2000"	516	235168	219.4
	"35-44 years"	"35-44"	"2001"	"2001"	524	235954	222.1
	"35-44 years"	"35-44"	"2002"	"2002"	574	233794	245.5
	"35-44 years"	"35-44"	"2003"	"2003"	549	232732	235.9
	"35-44 years"	"35-44"	"2004"	"2004"	524	233208	224.7
	"35-44 years"	"35-44"	"2005"	"2005"	537	234810	228.7
	"35-44 years"	"35-44"	"2006"	"2006"	514	238306	215.7
	"35-44 years"	"35-44"	"2007"	"2007"	500	240989	207.5
	"35-44 years"	"35-44"	"2008"	"2008"	468	241486	193.8
	"35-44 years"	"35-44"	"2009"	"2009"	449	240018	187.1
	"35-44 years"	"35-44"	"2010"	"2010"	430	238670	180.2
	"35-44 years"	"35-44"	"2011"	"2011"	417	238518	174.8
	"35-44 years"	"35-44"	"2012"	"2012"	418	241380	173.2
	"35-44 years"	"35-44"	"2013"	"2013"	400	244634	163.5
	"35-44 years"	"35-44"	"2014"	"2014"	449	247760	181.2
	"35-44 years"	"35-44"	"2015"	"2015"	474	251269	188.6
	"35-44 years"	"35-44"	"2016"	"2016"	493	253182	194.7
	"45-54 years"	"45-54"	"1999"	"1999"	814	184546	441.1
	"45-54 years"	"45-54"	"2000"	"2000"	885	190405	464.8
	"45-54 years"	"45-54"	"2001"	"2001"	952	200508	474.8
	"45-54 years"	"45-54"	"2002"	"2002"	946	204307	463.0
	"45-54 years"	"45-54"	"2003"	"2003"	1086	209165	519.2
	"45-54 years"	"45-54"	"2004"	"2004"	1082	214338	504.8
	"45-54 years"	"45-54"	"2005"	"2005"	1074	220979	486.0
	"45-54 years"	"45-54"	"2006"	"2006"	1158	228029	507.8
	"45-54 years"	"45-54"	"2007"	"2007"	1063	234061	454.2
	"45-54 years"	"45-54"	"2008"	"2008"	1148	240408	477.5
	"45-54 years"	"45-54"	"2009"	"2009"	1200	244596	490.6
	"45-54 years"	"45-54"	"2010"	"2010"	1165	246581	472.5
	"45-54 years"	"45-54"	"2011"	"2011"	1169	247601	472.1
	"45-54 years"	"45-54"	"2012"	"2012"	1190	246588	482.6
	"45-54 years"	"45-54"	"2013"	"2013"	1109	246474	449.9
	"45-54 years"	"45-54"	"2014"	"2014"	1154	247813	465.7
	"45-54 years"	"45-54"	"2015"	"2015"	1132	250121	452.6
	"45-54 years"	"45-54"	"2016"	"2016"	1126	252478	446.0
	"55-64 years"	"55-64"	"1999"	"1999"	1274	113279	1124.7
	"55-64 years"	"55-64"	"2000"	"2000"	1300	115701	1123.6
	"55-64 years"	"55-64"	"2001"	"2001"	1328	119829	1108.2
	"55-64 years"	"55-64"	"2002"	"2002"	1358	128805	1054.3
	"55-64 years"	"55-64"	"2003"	"2003"	1435	136121	1054.2
	"55-64 years"	"55-64"	"2004"	"2004"	1518	143225	1059.9
	"55-64 years"	"55-64"	"2005"	"2005"	1520	151039	1006.4
	"55-64 years"	"55-64"	"2006"	"2006"	1617	159661	1012.8
	"55-64 years"	"55-64"	"2007"	"2007"	1636	167475	976.9
	"55-64 years"	"55-64"	"2008"	"2008"	1756	174913	1003.9
	"55-64 years"	"55-64"	"2009"	"2009"	1755	182790	960.1
	"55-64 years"	"55-64"	"2010"	"2010"	1821	189250	962.2
	"55-64 years"	"55-64"	"2011"	"2011"	1926	199936	963.3
	"55-64 years"	"55-64"	"2012"	"2012"	1985	204616	970.1
	"55-64 years"	"55-64"	"2013"	"2013"	2041	210219	970.9
	"55-64 years"	"55-64"	"2014"	"2014"	2107	216084	975.1
	"55-64 years"	"55-64"	"2015"	"2015"	2153	222536	967.5
	"55-64 years"	"55-64"	"2016"	"2016"	2281	227823	1001.2
	"65-74 years"	"65-74"	"1999"	"1999"	2128	77104	2759.9
	"65-74 years"	"65-74"	"2000"	"2000"	2063	77558	2659.9
	"65-74 years"	"65-74"	"2001"	"2001"	2106	78754	2674.1
	"65-74 years"	"65-74"	"2002"	"2002"	2129	79552	2676.2
	"65-74 years"	"65-74"	"2003"	"2003"	2192	80964	2707.4
	"65-74 years"	"65-74"	"2004"	"2004"	2006	82816	2422.2
	"65-74 years"	"65-74"	"2005"	"2005"	2061	85037	2423.7
	"65-74 years"	"65-74"	"2006"	"2006"	2065	88601	2330.7
	"65-74 years"	"65-74"	"2007"	"2007"	2104	92011	2286.7
	"65-74 years"	"65-74"	"2008"	"2008"	2178	96469	2257.7
	"65-74 years"	"65-74"	"2009"	"2009"	2228	100483	2217.3
	"65-74 years"	"65-74"	"2010"	"2010"	2238	103501	2162.3
	"65-74 years"	"65-74"	"2011"	"2011"	2321	108089	2147.3
	"65-74 years"	"65-74"	"2012"	"2012"	2393	116800	2048.8
	"65-74 years"	"65-74"	"2013"	"2013"	2533	124280	2038.1
	"65-74 years"	"65-74"	"2014"	"2014"	2718	131530	2066.4
	"65-74 years"	"65-74"	"2015"	"2015"	2756	138619	1988.2
	"65-74 years"	"65-74"	"2016"	"2016"	3012	145646	2068.0
	"75-84 years"	"75-84"	"1999"	"1999"	3104	47416	6546.3
	"75-84 years"	"75-84"	"2000"	"2000"	3061	47791	6405.0
	"75-84 years"	"75-84"	"2001"	"2001"	3081	48904	6300.1
	"75-84 years"	"75-84"	"2002"	"2002"	3158	49610	6365.7
	"75-84 years"	"75-84"	"2003"	"2003"	3106	50427	6159.4
	"75-84 years"	"75-84"	"2004"	"2004"	3032	51121	5931.0
	"75-84 years"	"75-84"	"2005"	"2005"	3051	52184	5846.6
	"75-84 years"	"75-84"	"2006"	"2006"	3034	53363	5685.6
	"75-84 years"	"75-84"	"2007"	"2007"	3022	53877	5609.1
	"75-84 years"	"75-84"	"2008"	"2008"	3224	54894	5873.1
	"75-84 years"	"75-84"	"2009"	"2009"	3019	55175	5471.7
	"75-84 years"	"75-84"	"2010"	"2010"	3000	55634	5392.4
	"75-84 years"	"75-84"	"2011"	"2011"	3111	57203	5438.5
	"75-84 years"	"75-84"	"2012"	"2012"	3102	58371	5314.3
	"75-84 years"	"75-84"	"2013"	"2013"	3087	60017	5143.5
	"75-84 years"	"75-84"	"2014"	"2014"	3093	61814	5003.7
	"75-84 years"	"75-84"	"2015"	"2015"	3330	63514	5242.9
	"75-84 years"	"75-84"	"2016"	"2016"	3386	65631	5159.1
	"85+ years"	"85+"	"1999"	"1999"	2672	16619	16078.0
	"85+ years"	"85+"	"2000"	"2000"	2673	16846	15867.3
	"85+ years"	"85+"	"2001"	"2001"	2809	17227	16305.8
	"85+ years"	"85+"	"2002"	"2002"	2878	17182	16750.1
	"85+ years"	"85+"	"2003"	"2003"	2950	17294	17057.9
	"85+ years"	"85+"	"2004"	"2004"	2733	17672	15465.1
	"85+ years"	"85+"	"2005"	"2005"	2904	18267	15897.5
	"85+ years"	"85+"	"2006"	"2006"	2982	19168	15557.2
	"85+ years"	"85+"	"2007"	"2007"	3049	19828	15377.2
	"85+ years"	"85+"	"2008"	"2008"	3226	20208	15964.0
	"85+ years"	"85+"	"2009"	"2009"	3119	20926	14904.9
	"85+ years"	"85+"	"2010"	"2010"	3310	21347	15505.7
	"85+ years"	"85+"	"2011"	"2011"	3368	22456	14998.2
	"85+ years"	"85+"	"2012"	"2012"	3466	23047	15038.8
	"85+ years"	"85+"	"2013"	"2013"	3568	23836	14969.0
	"85+ years"	"85+"	"2014"	"2014"	3675	24675	14893.6
	"85+ years"	"85+"	"2015"	"2015"	3839	25460	15078.6
	"85+ years"	"85+"	"2016"	"2016"	3889	25912	15008.5
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Cannon County, TN (47015), Cheatham County, TN (47021), Davidson County, TN (47037), Dickson County, TN (47043), Hickman"
"County, TN (47081), Macon County, TN (47111), Maury County, TN (47119), Robertson County, TN (47147), Rutherford County, TN"
"(47149), Smith County, TN (47159), Sumner County, TN (47165), Trousdale County, TN (47169), Williamson County, TN (47187),"
"Wilson County, TN (47189)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:58:12 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:58:12 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
