"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"5-14 years"	"5-14"	"1999"	"1999"	15	86436	Unreliable
	"5-14 years"	"5-14"	"2000"	"2000"	18	87963	Unreliable
	"5-14 years"	"5-14"	"2001"	"2001"	Suppressed	88953	Suppressed
	"5-14 years"	"5-14"	"2002"	"2002"	12	89264	Unreliable
	"5-14 years"	"5-14"	"2003"	"2003"	Suppressed	89696	Suppressed
	"5-14 years"	"5-14"	"2004"	"2004"	13	89603	Unreliable
	"5-14 years"	"5-14"	"2005"	"2005"	18	90424	Unreliable
	"5-14 years"	"5-14"	"2006"	"2006"	12	91721	Unreliable
	"5-14 years"	"5-14"	"2007"	"2007"	12	93529	Unreliable
	"5-14 years"	"5-14"	"2008"	"2008"	11	94306	Unreliable
	"5-14 years"	"5-14"	"2009"	"2009"	15	94770	Unreliable
	"5-14 years"	"5-14"	"2010"	"2010"	10	95478	Unreliable
	"5-14 years"	"5-14"	"2011"	"2011"	19	95640	Unreliable
	"5-14 years"	"5-14"	"2012"	"2012"	Suppressed	96267	Suppressed
	"5-14 years"	"5-14"	"2013"	"2013"	15	96081	Unreliable
	"5-14 years"	"5-14"	"2014"	"2014"	10	96236	Unreliable
	"5-14 years"	"5-14"	"2015"	"2015"	Suppressed	95696	Suppressed
	"5-14 years"	"5-14"	"2016"	"2016"	14	95346	Unreliable
	"15-24 years"	"15-24"	"1999"	"1999"	67	86422	77.5
	"15-24 years"	"15-24"	"2000"	"2000"	60	87507	68.6
	"15-24 years"	"15-24"	"2001"	"2001"	75	89384	83.9
	"15-24 years"	"15-24"	"2002"	"2002"	65	90105	72.1
	"15-24 years"	"15-24"	"2003"	"2003"	62	89986	68.9
	"15-24 years"	"15-24"	"2004"	"2004"	73	91158	80.1
	"15-24 years"	"15-24"	"2005"	"2005"	74	94065	78.7
	"15-24 years"	"15-24"	"2006"	"2006"	72	97488	73.9
	"15-24 years"	"15-24"	"2007"	"2007"	80	99304	80.6
	"15-24 years"	"15-24"	"2008"	"2008"	82	102614	79.9
	"15-24 years"	"15-24"	"2009"	"2009"	58	104370	55.6
	"15-24 years"	"15-24"	"2010"	"2010"	75	105201	71.3
	"15-24 years"	"15-24"	"2011"	"2011"	70	105424	66.4
	"15-24 years"	"15-24"	"2012"	"2012"	67	105285	63.6
	"15-24 years"	"15-24"	"2013"	"2013"	68	104893	64.8
	"15-24 years"	"15-24"	"2014"	"2014"	53	104546	50.7
	"15-24 years"	"15-24"	"2015"	"2015"	75	105251	71.3
	"15-24 years"	"15-24"	"2016"	"2016"	60	104299	57.5
	"25-34 years"	"25-34"	"1999"	"1999"	113	97746	115.6
	"25-34 years"	"25-34"	"2000"	"2000"	109	97228	112.1
	"25-34 years"	"25-34"	"2001"	"2001"	98	95579	102.5
	"25-34 years"	"25-34"	"2002"	"2002"	102	94000	108.5
	"25-34 years"	"25-34"	"2003"	"2003"	104	92643	112.3
	"25-34 years"	"25-34"	"2004"	"2004"	111	91461	121.4
	"25-34 years"	"25-34"	"2005"	"2005"	96	89789	106.9
	"25-34 years"	"25-34"	"2006"	"2006"	104	89396	116.3
	"25-34 years"	"25-34"	"2007"	"2007"	119	88924	133.8
	"25-34 years"	"25-34"	"2008"	"2008"	98	89509	109.5
	"25-34 years"	"25-34"	"2009"	"2009"	93	89692	103.7
	"25-34 years"	"25-34"	"2010"	"2010"	101	90208	112.0
	"25-34 years"	"25-34"	"2011"	"2011"	115	91538	125.6
	"25-34 years"	"25-34"	"2012"	"2012"	117	92052	127.1
	"25-34 years"	"25-34"	"2013"	"2013"	106	93169	113.8
	"25-34 years"	"25-34"	"2014"	"2014"	111	94852	117.0
	"25-34 years"	"25-34"	"2015"	"2015"	115	96308	119.4
	"25-34 years"	"25-34"	"2016"	"2016"	136	97567	139.4
	"35-44 years"	"35-44"	"1999"	"1999"	235	102781	228.6
	"35-44 years"	"35-44"	"2000"	"2000"	206	102956	200.1
	"35-44 years"	"35-44"	"2001"	"2001"	210	103341	203.2
	"35-44 years"	"35-44"	"2002"	"2002"	230	102863	223.6
	"35-44 years"	"35-44"	"2003"	"2003"	218	102502	212.7
	"35-44 years"	"35-44"	"2004"	"2004"	237	101805	232.8
	"35-44 years"	"35-44"	"2005"	"2005"	195	102505	190.2
	"35-44 years"	"35-44"	"2006"	"2006"	210	103163	203.6
	"35-44 years"	"35-44"	"2007"	"2007"	226	103639	218.1
	"35-44 years"	"35-44"	"2008"	"2008"	221	103124	214.3
	"35-44 years"	"35-44"	"2009"	"2009"	185	101527	182.2
	"35-44 years"	"35-44"	"2010"	"2010"	168	100423	167.3
	"35-44 years"	"35-44"	"2011"	"2011"	160	99119	161.4
	"35-44 years"	"35-44"	"2012"	"2012"	180	98328	183.1
	"35-44 years"	"35-44"	"2013"	"2013"	200	97253	205.6
	"35-44 years"	"35-44"	"2014"	"2014"	179	96032	186.4
	"35-44 years"	"35-44"	"2015"	"2015"	191	94510	202.1
	"35-44 years"	"35-44"	"2016"	"2016"	209	92955	224.8
	"45-54 years"	"45-54"	"1999"	"1999"	426	86799	490.8
	"45-54 years"	"45-54"	"2000"	"2000"	412	88800	464.0
	"45-54 years"	"45-54"	"2001"	"2001"	422	92484	456.3
	"45-54 years"	"45-54"	"2002"	"2002"	408	93334	437.1
	"45-54 years"	"45-54"	"2003"	"2003"	421	95117	442.6
	"45-54 years"	"45-54"	"2004"	"2004"	409	96534	423.7
	"45-54 years"	"45-54"	"2005"	"2005"	456	98248	464.1
	"45-54 years"	"45-54"	"2006"	"2006"	479	100244	477.8
	"45-54 years"	"45-54"	"2007"	"2007"	471	102353	460.2
	"45-54 years"	"45-54"	"2008"	"2008"	482	103564	465.4
	"45-54 years"	"45-54"	"2009"	"2009"	494	104879	471.0
	"45-54 years"	"45-54"	"2010"	"2010"	464	105414	440.2
	"45-54 years"	"45-54"	"2011"	"2011"	440	105706	416.2
	"45-54 years"	"45-54"	"2012"	"2012"	436	105236	414.3
	"45-54 years"	"45-54"	"2013"	"2013"	422	105579	399.7
	"45-54 years"	"45-54"	"2014"	"2014"	483	105363	458.4
	"45-54 years"	"45-54"	"2015"	"2015"	465	105730	439.8
	"45-54 years"	"45-54"	"2016"	"2016"	488	106252	459.3
	"55-64 years"	"55-64"	"1999"	"1999"	588	57065	1030.4
	"55-64 years"	"55-64"	"2000"	"2000"	594	57891	1026.1
	"55-64 years"	"55-64"	"2001"	"2001"	574	60097	955.1
	"55-64 years"	"55-64"	"2002"	"2002"	628	64285	976.9
	"55-64 years"	"55-64"	"2003"	"2003"	622	67594	920.2
	"55-64 years"	"55-64"	"2004"	"2004"	638	70720	902.1
	"55-64 years"	"55-64"	"2005"	"2005"	688	73951	930.3
	"55-64 years"	"55-64"	"2006"	"2006"	704	77064	913.5
	"55-64 years"	"55-64"	"2007"	"2007"	750	79899	938.7
	"55-64 years"	"55-64"	"2008"	"2008"	766	82070	933.3
	"55-64 years"	"55-64"	"2009"	"2009"	803	84965	945.1
	"55-64 years"	"55-64"	"2010"	"2010"	814	86994	935.7
	"55-64 years"	"55-64"	"2011"	"2011"	804	90443	889.0
	"55-64 years"	"55-64"	"2012"	"2012"	856	91488	935.6
	"55-64 years"	"55-64"	"2013"	"2013"	815	93149	874.9
	"55-64 years"	"55-64"	"2014"	"2014"	915	94996	963.2
	"55-64 years"	"55-64"	"2015"	"2015"	952	96825	983.2
	"55-64 years"	"55-64"	"2016"	"2016"	966	98815	977.6
	"65-74 years"	"65-74"	"1999"	"1999"	1076	42582	2526.9
	"65-74 years"	"65-74"	"2000"	"2000"	1106	42722	2588.8
	"65-74 years"	"65-74"	"2001"	"2001"	1052	42933	2450.3
	"65-74 years"	"65-74"	"2002"	"2002"	1061	42939	2470.9
	"65-74 years"	"65-74"	"2003"	"2003"	1026	43301	2369.5
	"65-74 years"	"65-74"	"2004"	"2004"	1011	43523	2322.9
	"65-74 years"	"65-74"	"2005"	"2005"	985	44136	2231.7
	"65-74 years"	"65-74"	"2006"	"2006"	1007	45603	2208.2
	"65-74 years"	"65-74"	"2007"	"2007"	1023	46822	2184.9
	"65-74 years"	"65-74"	"2008"	"2008"	991	49276	2011.1
	"65-74 years"	"65-74"	"2009"	"2009"	1046	51011	2050.5
	"65-74 years"	"65-74"	"2010"	"2010"	1007	52101	1932.8
	"65-74 years"	"65-74"	"2011"	"2011"	1050	54099	1940.9
	"65-74 years"	"65-74"	"2012"	"2012"	1216	58235	2088.1
	"65-74 years"	"65-74"	"2013"	"2013"	1222	61283	1994.0
	"65-74 years"	"65-74"	"2014"	"2014"	1330	64056	2076.3
	"65-74 years"	"65-74"	"2015"	"2015"	1334	66449	2007.6
	"65-74 years"	"65-74"	"2016"	"2016"	1405	68833	2041.2
	"75-84 years"	"75-84"	"1999"	"1999"	1540	26617	5785.8
	"75-84 years"	"75-84"	"2000"	"2000"	1630	26873	6065.6
	"75-84 years"	"75-84"	"2001"	"2001"	1574	27654	5691.8
	"75-84 years"	"75-84"	"2002"	"2002"	1597	28383	5626.6
	"75-84 years"	"75-84"	"2003"	"2003"	1681	28902	5816.2
	"75-84 years"	"75-84"	"2004"	"2004"	1609	29445	5464.4
	"75-84 years"	"75-84"	"2005"	"2005"	1689	29934	5642.4
	"75-84 years"	"75-84"	"2006"	"2006"	1609	30287	5312.5
	"75-84 years"	"75-84"	"2007"	"2007"	1547	30416	5086.1
	"75-84 years"	"75-84"	"2008"	"2008"	1602	30597	5235.8
	"75-84 years"	"75-84"	"2009"	"2009"	1583	30521	5186.6
	"75-84 years"	"75-84"	"2010"	"2010"	1600	30844	5187.4
	"75-84 years"	"75-84"	"2011"	"2011"	1614	31360	5146.7
	"75-84 years"	"75-84"	"2012"	"2012"	1564	31663	4939.5
	"75-84 years"	"75-84"	"2013"	"2013"	1558	32095	4854.3
	"75-84 years"	"75-84"	"2014"	"2014"	1619	32539	4975.6
	"75-84 years"	"75-84"	"2015"	"2015"	1628	33077	4921.8
	"75-84 years"	"75-84"	"2016"	"2016"	1620	33878	4781.9
	"85+ years"	"85+"	"1999"	"1999"	1354	9141	14812.4
	"85+ years"	"85+"	"2000"	"2000"	1553	9299	16700.7
	"85+ years"	"85+"	"2001"	"2001"	1392	9262	15029.2
	"85+ years"	"85+"	"2002"	"2002"	1498	9344	16031.7
	"85+ years"	"85+"	"2003"	"2003"	1549	9610	16118.6
	"85+ years"	"85+"	"2004"	"2004"	1477	9712	15208.0
	"85+ years"	"85+"	"2005"	"2005"	1651	10174	16227.6
	"85+ years"	"85+"	"2006"	"2006"	1591	10672	14908.2
	"85+ years"	"85+"	"2007"	"2007"	1639	10955	14961.2
	"85+ years"	"85+"	"2008"	"2008"	1703	11412	14922.9
	"85+ years"	"85+"	"2009"	"2009"	1842	12027	15315.5
	"85+ years"	"85+"	"2010"	"2010"	1734	12298	14099.9
	"85+ years"	"85+"	"2011"	"2011"	1890	12734	14842.2
	"85+ years"	"85+"	"2012"	"2012"	1926	13137	14660.9
	"85+ years"	"85+"	"2013"	"2013"	1979	13570	14583.6
	"85+ years"	"85+"	"2014"	"2014"	1983	13900	14266.2
	"85+ years"	"85+"	"2015"	"2015"	2109	14197	14855.3
	"85+ years"	"85+"	"2016"	"2016"	2065	14323	14417.4
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Guilford County, NC (37081), Randolph County, NC (37151), Rockingham County, NC (37157)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:56:53 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:56:53 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
