"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"5-14 years"	"5-14"	"2015"	"2015"	24	132316	18.1
	"5-14 years"	"5-14"	"2016"	"2016"	15	132405	Unreliable
	"15-24 years"	"15-24"	"1999"	"1999"	98	108541	90.3
	"15-24 years"	"15-24"	"2000"	"2000"	94	109296	86.0
	"15-24 years"	"15-24"	"2001"	"2001"	73	111040	65.7
	"15-24 years"	"15-24"	"2002"	"2002"	87	112217	77.5
	"15-24 years"	"15-24"	"2003"	"2003"	81	113565	71.3
	"15-24 years"	"15-24"	"2004"	"2004"	70	115476	60.6
	"15-24 years"	"15-24"	"2005"	"2005"	96	117271	81.9
	"15-24 years"	"15-24"	"2006"	"2006"	92	117754	78.1
	"15-24 years"	"15-24"	"2007"	"2007"	67	117801	56.9
	"15-24 years"	"15-24"	"2008"	"2008"	89	118358	75.2
	"15-24 years"	"15-24"	"2009"	"2009"	84	118639	70.8
	"15-24 years"	"15-24"	"2010"	"2010"	78	118902	65.6
	"15-24 years"	"15-24"	"2011"	"2011"	64	117604	54.4
	"15-24 years"	"15-24"	"2012"	"2012"	86	117334	73.3
	"15-24 years"	"15-24"	"2013"	"2013"	76	117550	64.7
	"15-24 years"	"15-24"	"2014"	"2014"	72	118539	60.7
	"15-24 years"	"15-24"	"2015"	"2015"	83	120019	69.2
	"15-24 years"	"15-24"	"2016"	"2016"	80	120566	66.4
	"25-34 years"	"25-34"	"1999"	"1999"	88	111541	78.9
	"25-34 years"	"25-34"	"2000"	"2000"	90	111575	80.7
	"25-34 years"	"25-34"	"2001"	"2001"	90	111386	80.8
	"25-34 years"	"25-34"	"2002"	"2002"	98	111830	87.6
	"25-34 years"	"25-34"	"2003"	"2003"	100	112813	88.6
	"25-34 years"	"25-34"	"2004"	"2004"	76	113862	66.7
	"25-34 years"	"25-34"	"2005"	"2005"	102	114947	88.7
	"25-34 years"	"25-34"	"2006"	"2006"	89	116704	76.3
	"25-34 years"	"25-34"	"2007"	"2007"	76	119153	63.8
	"25-34 years"	"25-34"	"2008"	"2008"	106	121634	87.1
	"25-34 years"	"25-34"	"2009"	"2009"	98	124668	78.6
	"25-34 years"	"25-34"	"2010"	"2010"	95	127126	74.7
	"25-34 years"	"25-34"	"2011"	"2011"	105	130761	80.3
	"25-34 years"	"25-34"	"2012"	"2012"	114	132500	86.0
	"25-34 years"	"25-34"	"2013"	"2013"	104	134026	77.6
	"25-34 years"	"25-34"	"2014"	"2014"	116	134529	86.2
	"25-34 years"	"25-34"	"2015"	"2015"	132	134176	98.4
	"25-34 years"	"25-34"	"2016"	"2016"	146	134485	108.6
	"35-44 years"	"35-44"	"1999"	"1999"	208	125752	165.4
	"35-44 years"	"35-44"	"2000"	"2000"	200	125298	159.6
	"35-44 years"	"35-44"	"2001"	"2001"	230	124310	185.0
	"35-44 years"	"35-44"	"2002"	"2002"	246	123030	200.0
	"35-44 years"	"35-44"	"2003"	"2003"	209	121219	172.4
	"35-44 years"	"35-44"	"2004"	"2004"	185	120574	153.4
	"35-44 years"	"35-44"	"2005"	"2005"	168	119471	140.6
	"35-44 years"	"35-44"	"2006"	"2006"	196	118636	165.2
	"35-44 years"	"35-44"	"2007"	"2007"	227	117028	194.0
	"35-44 years"	"35-44"	"2008"	"2008"	207	115008	180.0
	"35-44 years"	"35-44"	"2009"	"2009"	177	113613	155.8
	"35-44 years"	"35-44"	"2010"	"2010"	155	113100	137.0
	"35-44 years"	"35-44"	"2011"	"2011"	181	113103	160.0
	"35-44 years"	"35-44"	"2012"	"2012"	169	113460	149.0
	"35-44 years"	"35-44"	"2013"	"2013"	167	115272	144.9
	"35-44 years"	"35-44"	"2014"	"2014"	179	116400	153.8
	"35-44 years"	"35-44"	"2015"	"2015"	169	118760	142.3
	"35-44 years"	"35-44"	"2016"	"2016"	172	120278	143.0
	"45-54 years"	"45-54"	"1999"	"1999"	355	99291	357.5
	"45-54 years"	"45-54"	"2000"	"2000"	380	102470	370.8
	"45-54 years"	"45-54"	"2001"	"2001"	410	107698	380.7
	"45-54 years"	"45-54"	"2002"	"2002"	403	109249	368.9
	"45-54 years"	"45-54"	"2003"	"2003"	394	111778	352.5
	"45-54 years"	"45-54"	"2004"	"2004"	426	114152	373.2
	"45-54 years"	"45-54"	"2005"	"2005"	435	117205	371.1
	"45-54 years"	"45-54"	"2006"	"2006"	446	118912	375.1
	"45-54 years"	"45-54"	"2007"	"2007"	442	120443	367.0
	"45-54 years"	"45-54"	"2008"	"2008"	456	122188	373.2
	"45-54 years"	"45-54"	"2009"	"2009"	489	122980	397.6
	"45-54 years"	"45-54"	"2010"	"2010"	444	123244	360.3
	"45-54 years"	"45-54"	"2011"	"2011"	464	122867	377.6
	"45-54 years"	"45-54"	"2012"	"2012"	435	121505	358.0
	"45-54 years"	"45-54"	"2013"	"2013"	419	120442	347.9
	"45-54 years"	"45-54"	"2014"	"2014"	464	119375	388.7
	"45-54 years"	"45-54"	"2015"	"2015"	442	118172	374.0
	"45-54 years"	"45-54"	"2016"	"2016"	390	116844	333.8
	"55-64 years"	"55-64"	"1999"	"1999"	619	60116	1029.7
	"55-64 years"	"55-64"	"2000"	"2000"	546	61012	894.9
	"55-64 years"	"55-64"	"2001"	"2001"	575	62687	917.3
	"55-64 years"	"55-64"	"2002"	"2002"	602	66679	902.8
	"55-64 years"	"55-64"	"2003"	"2003"	617	70138	879.7
	"55-64 years"	"55-64"	"2004"	"2004"	628	73843	850.5
	"55-64 years"	"55-64"	"2005"	"2005"	631	78080	808.1
	"55-64 years"	"55-64"	"2006"	"2006"	686	82224	834.3
	"55-64 years"	"55-64"	"2007"	"2007"	673	86158	781.1
	"55-64 years"	"55-64"	"2008"	"2008"	718	89203	804.9
	"55-64 years"	"55-64"	"2009"	"2009"	757	93133	812.8
	"55-64 years"	"55-64"	"2010"	"2010"	753	96140	783.2
	"55-64 years"	"55-64"	"2011"	"2011"	843	101503	830.5
	"55-64 years"	"55-64"	"2012"	"2012"	864	102954	839.2
	"55-64 years"	"55-64"	"2013"	"2013"	816	105545	773.1
	"55-64 years"	"55-64"	"2014"	"2014"	888	107742	824.2
	"55-64 years"	"55-64"	"2015"	"2015"	952	110490	861.6
	"55-64 years"	"55-64"	"2016"	"2016"	940	112357	836.6
	"65-74 years"	"65-74"	"1999"	"1999"	1160	44762	2591.5
	"65-74 years"	"65-74"	"2000"	"2000"	1057	44882	2355.1
	"65-74 years"	"65-74"	"2001"	"2001"	1165	44594	2612.5
	"65-74 years"	"65-74"	"2002"	"2002"	1160	44511	2606.1
	"65-74 years"	"65-74"	"2003"	"2003"	1037	44528	2328.9
	"65-74 years"	"65-74"	"2004"	"2004"	1017	44618	2279.3
	"65-74 years"	"65-74"	"2005"	"2005"	1011	45074	2243.0
	"65-74 years"	"65-74"	"2006"	"2006"	956	45777	2088.4
	"65-74 years"	"65-74"	"2007"	"2007"	1009	46905	2151.2
	"65-74 years"	"65-74"	"2008"	"2008"	1024	48575	2108.1
	"65-74 years"	"65-74"	"2009"	"2009"	963	50231	1917.1
	"65-74 years"	"65-74"	"2010"	"2010"	1011	51144	1976.8
	"65-74 years"	"65-74"	"2011"	"2011"	1031	52775	1953.6
	"65-74 years"	"65-74"	"2012"	"2012"	1046	56572	1849.0
	"65-74 years"	"65-74"	"2013"	"2013"	1078	60009	1796.4
	"65-74 years"	"65-74"	"2014"	"2014"	1163	63217	1839.7
	"65-74 years"	"65-74"	"2015"	"2015"	1192	66739	1786.1
	"65-74 years"	"65-74"	"2016"	"2016"	1213	70533	1719.8
	"75-84 years"	"75-84"	"1999"	"1999"	1746	28351	6158.5
	"75-84 years"	"75-84"	"2000"	"2000"	1620	28730	5638.7
	"75-84 years"	"75-84"	"2001"	"2001"	1718	29509	5822.0
	"75-84 years"	"75-84"	"2002"	"2002"	1706	29865	5712.4
	"75-84 years"	"75-84"	"2003"	"2003"	1758	30132	5834.3
	"75-84 years"	"75-84"	"2004"	"2004"	1682	30335	5544.8
	"75-84 years"	"75-84"	"2005"	"2005"	1621	30480	5318.2
	"75-84 years"	"75-84"	"2006"	"2006"	1649	30965	5325.4
	"75-84 years"	"75-84"	"2007"	"2007"	1660	31088	5339.7
	"75-84 years"	"75-84"	"2008"	"2008"	1631	31018	5258.2
	"75-84 years"	"75-84"	"2009"	"2009"	1573	31191	5043.1
	"75-84 years"	"75-84"	"2010"	"2010"	1602	31491	5087.2
	"75-84 years"	"75-84"	"2011"	"2011"	1596	31627	5046.3
	"75-84 years"	"75-84"	"2012"	"2012"	1569	31904	4917.9
	"75-84 years"	"75-84"	"2013"	"2013"	1680	32177	5221.1
	"75-84 years"	"75-84"	"2014"	"2014"	1675	32607	5136.9
	"75-84 years"	"75-84"	"2015"	"2015"	1692	33068	5116.7
	"75-84 years"	"75-84"	"2016"	"2016"	1544	33565	4600.0
	"85+ years"	"85+"	"1999"	"1999"	1563	10248	15251.8
	"85+ years"	"85+"	"2000"	"2000"	1643	10348	15877.5
	"85+ years"	"85+"	"2001"	"2001"	1648	10496	15701.2
	"85+ years"	"85+"	"2002"	"2002"	1630	10615	15355.6
	"85+ years"	"85+"	"2003"	"2003"	1745	10881	16037.1
	"85+ years"	"85+"	"2004"	"2004"	1609	11085	14515.1
	"85+ years"	"85+"	"2005"	"2005"	1692	11418	14818.7
	"85+ years"	"85+"	"2006"	"2006"	1705	11880	14351.9
	"85+ years"	"85+"	"2007"	"2007"	1788	12376	14447.3
	"85+ years"	"85+"	"2008"	"2008"	1848	12718	14530.6
	"85+ years"	"85+"	"2009"	"2009"	1748	13193	13249.5
	"85+ years"	"85+"	"2010"	"2010"	1935	13463	14372.7
	"85+ years"	"85+"	"2011"	"2011"	1964	14079	13949.9
	"85+ years"	"85+"	"2012"	"2012"	2029	14332	14157.1
	"85+ years"	"85+"	"2013"	"2013"	2143	14586	14692.2
	"85+ years"	"85+"	"2014"	"2014"	2137	14940	14303.9
	"85+ years"	"85+"	"2015"	"2015"	2301	15088	15250.5
	"85+ years"	"85+"	"2016"	"2016"	2159	15491	13937.1
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Harrison County, IA (19085), Mills County, IA (19129), Pottawattamie County, IA (19155), Cass County, NE (31025),"
"Douglas County, NE (31055), Sarpy County, NE (31153), Saunders County, NE (31155), Washington County, NE (31177)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:56:32 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:56:32 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
