"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"45-54 years"	"45-54"	"2009"	"2009"	1261	274091	460.1
	"45-54 years"	"45-54"	"2010"	"2010"	1230	275581	446.3
	"45-54 years"	"45-54"	"2011"	"2011"	1193	274897	434.0
	"45-54 years"	"45-54"	"2012"	"2012"	1192	272751	437.0
	"45-54 years"	"45-54"	"2013"	"2013"	1179	271569	434.1
	"45-54 years"	"45-54"	"2014"	"2014"	1095	271528	403.3
	"45-54 years"	"45-54"	"2015"	"2015"	1132	272699	415.1
	"45-54 years"	"45-54"	"2016"	"2016"	1110	271534	408.8
	"55-64 years"	"55-64"	"1999"	"1999"	1424	131449	1083.3
	"55-64 years"	"55-64"	"2000"	"2000"	1374	133548	1028.8
	"55-64 years"	"55-64"	"2001"	"2001"	1473	137855	1068.5
	"55-64 years"	"55-64"	"2002"	"2002"	1496	147668	1013.1
	"55-64 years"	"55-64"	"2003"	"2003"	1577	155967	1011.1
	"55-64 years"	"55-64"	"2004"	"2004"	1588	163875	969.0
	"55-64 years"	"55-64"	"2005"	"2005"	1673	171980	972.8
	"55-64 years"	"55-64"	"2006"	"2006"	1706	180030	947.6
	"55-64 years"	"55-64"	"2007"	"2007"	1779	187605	948.3
	"55-64 years"	"55-64"	"2008"	"2008"	1849	194950	948.4
	"55-64 years"	"55-64"	"2009"	"2009"	1892	203346	930.4
	"55-64 years"	"55-64"	"2010"	"2010"	1920	210751	911.0
	"55-64 years"	"55-64"	"2011"	"2011"	1983	221845	893.9
	"55-64 years"	"55-64"	"2012"	"2012"	2009	225718	890.0
	"55-64 years"	"55-64"	"2013"	"2013"	2140	231632	923.9
	"55-64 years"	"55-64"	"2014"	"2014"	2224	237313	937.2
	"55-64 years"	"55-64"	"2015"	"2015"	2367	243286	972.9
	"55-64 years"	"55-64"	"2016"	"2016"	2334	246766	945.8
	"65-74 years"	"65-74"	"1999"	"1999"	2700	93343	2892.6
	"65-74 years"	"65-74"	"2000"	"2000"	2650	93422	2836.6
	"65-74 years"	"65-74"	"2001"	"2001"	2545	93909	2710.1
	"65-74 years"	"65-74"	"2002"	"2002"	2435	93888	2593.5
	"65-74 years"	"65-74"	"2003"	"2003"	2457	94553	2598.5
	"65-74 years"	"65-74"	"2004"	"2004"	2385	95535	2496.5
	"65-74 years"	"65-74"	"2005"	"2005"	2387	96742	2467.4
	"65-74 years"	"65-74"	"2006"	"2006"	2318	99670	2325.7
	"65-74 years"	"65-74"	"2007"	"2007"	2364	102889	2297.6
	"65-74 years"	"65-74"	"2008"	"2008"	2392	107648	2222.1
	"65-74 years"	"65-74"	"2009"	"2009"	2424	111599	2172.1
	"65-74 years"	"65-74"	"2010"	"2010"	2378	113897	2087.9
	"65-74 years"	"65-74"	"2011"	"2011"	2405	117693	2043.5
	"65-74 years"	"65-74"	"2012"	"2012"	2586	127241	2032.4
	"65-74 years"	"65-74"	"2013"	"2013"	2655	134528	1973.6
	"65-74 years"	"65-74"	"2014"	"2014"	2853	141723	2013.1
	"65-74 years"	"65-74"	"2015"	"2015"	2972	148241	2004.8
	"65-74 years"	"65-74"	"2016"	"2016"	2991	154641	1934.2
	"75-84 years"	"75-84"	"1999"	"1999"	3687	56891	6480.8
	"75-84 years"	"75-84"	"2000"	"2000"	3710	57472	6455.3
	"75-84 years"	"75-84"	"2001"	"2001"	3713	58794	6315.3
	"75-84 years"	"75-84"	"2002"	"2002"	3873	60172	6436.5
	"75-84 years"	"75-84"	"2003"	"2003"	3845	61356	6266.7
	"75-84 years"	"75-84"	"2004"	"2004"	3834	62052	6178.7
	"75-84 years"	"75-84"	"2005"	"2005"	3873	62660	6181.0
	"75-84 years"	"75-84"	"2006"	"2006"	3640	63798	5705.5
	"75-84 years"	"75-84"	"2007"	"2007"	3471	64315	5396.9
	"75-84 years"	"75-84"	"2008"	"2008"	3559	64558	5512.9
	"75-84 years"	"75-84"	"2009"	"2009"	3455	64227	5379.4
	"75-84 years"	"75-84"	"2010"	"2010"	3469	64591	5370.7
	"75-84 years"	"75-84"	"2011"	"2011"	3531	65609	5381.9
	"75-84 years"	"75-84"	"2012"	"2012"	3552	66440	5346.2
	"75-84 years"	"75-84"	"2013"	"2013"	3388	67301	5034.1
	"75-84 years"	"75-84"	"2014"	"2014"	3564	68770	5182.5
	"75-84 years"	"75-84"	"2015"	"2015"	3682	70164	5247.7
	"75-84 years"	"75-84"	"2016"	"2016"	3685	71789	5133.1
	"85+ years"	"85+"	"1999"	"1999"	3092	18533	16683.8
	"85+ years"	"85+"	"2000"	"2000"	3232	18848	17147.7
	"85+ years"	"85+"	"2001"	"2001"	3161	19104	16546.3
	"85+ years"	"85+"	"2002"	"2002"	3321	19469	17057.9
	"85+ years"	"85+"	"2003"	"2003"	3307	20034	16506.9
	"85+ years"	"85+"	"2004"	"2004"	3179	20386	15594.0
	"85+ years"	"85+"	"2005"	"2005"	3412	20950	16286.4
	"85+ years"	"85+"	"2006"	"2006"	3361	21919	15333.7
	"85+ years"	"85+"	"2007"	"2007"	3348	22963	14580.0
	"85+ years"	"85+"	"2008"	"2008"	3623	23931	15139.4
	"85+ years"	"85+"	"2009"	"2009"	3689	24627	14979.5
	"85+ years"	"85+"	"2010"	"2010"	3859	25214	15305.0
	"85+ years"	"85+"	"2011"	"2011"	3851	26281	14653.2
	"85+ years"	"85+"	"2012"	"2012"	4158	27251	15258.2
	"85+ years"	"85+"	"2013"	"2013"	4138	28215	14666.0
	"85+ years"	"85+"	"2014"	"2014"	4134	28831	14338.7
	"85+ years"	"85+"	"2015"	"2015"	4550	29504	15421.6
	"85+ years"	"85+"	"2016"	"2016"	4390	29987	14639.7
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Delaware County, OH (39041), Fairfield County, OH (39045), Franklin County, OH (39049), Hocking County, OH (39073),"
"Licking County, OH (39089), Madison County, OH (39097), Morrow County, OH (39117), Perry County, OH (39127), Pickaway County, OH"
"(39129), Union County, OH (39159)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:57:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:57:34 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
