"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"2002"	"2002"	277	264567	104.7
	"25-34 years"	"25-34"	"2003"	"2003"	257	264740	97.1
	"25-34 years"	"25-34"	"2004"	"2004"	279	265242	105.2
	"25-34 years"	"25-34"	"2005"	"2005"	253	264655	95.6
	"25-34 years"	"25-34"	"2006"	"2006"	300	266851	112.4
	"25-34 years"	"25-34"	"2007"	"2007"	267	272040	98.1
	"25-34 years"	"25-34"	"2008"	"2008"	290	275745	105.2
	"25-34 years"	"25-34"	"2009"	"2009"	286	280873	101.8
	"25-34 years"	"25-34"	"2010"	"2010"	307	282893	108.5
	"25-34 years"	"25-34"	"2011"	"2011"	317	287637	110.2
	"25-34 years"	"25-34"	"2012"	"2012"	327	289388	113.0
	"25-34 years"	"25-34"	"2013"	"2013"	323	290090	111.3
	"25-34 years"	"25-34"	"2014"	"2014"	275	291769	94.3
	"25-34 years"	"25-34"	"2015"	"2015"	343	292932	117.1
	"25-34 years"	"25-34"	"2016"	"2016"	356	296758	120.0
	"35-44 years"	"35-44"	"1999"	"1999"	587	304989	192.5
	"35-44 years"	"35-44"	"2000"	"2000"	568	304747	186.4
	"35-44 years"	"35-44"	"2001"	"2001"	594	303775	195.5
	"35-44 years"	"35-44"	"2002"	"2002"	610	300195	203.2
	"35-44 years"	"35-44"	"2003"	"2003"	577	295548	195.2
	"35-44 years"	"35-44"	"2004"	"2004"	529	292021	181.2
	"35-44 years"	"35-44"	"2005"	"2005"	563	289713	194.3
	"35-44 years"	"35-44"	"2006"	"2006"	515	287786	179.0
	"35-44 years"	"35-44"	"2007"	"2007"	480	283949	169.0
	"35-44 years"	"35-44"	"2008"	"2008"	493	279347	176.5
	"35-44 years"	"35-44"	"2009"	"2009"	496	274527	180.7
	"35-44 years"	"35-44"	"2010"	"2010"	441	272282	162.0
	"35-44 years"	"35-44"	"2011"	"2011"	432	269993	160.0
	"35-44 years"	"35-44"	"2012"	"2012"	417	269551	154.7
	"35-44 years"	"35-44"	"2013"	"2013"	453	270925	167.2
	"35-44 years"	"35-44"	"2014"	"2014"	445	272436	163.3
	"35-44 years"	"35-44"	"2015"	"2015"	455	273808	166.2
	"35-44 years"	"35-44"	"2016"	"2016"	454	275216	165.0
	"45-54 years"	"45-54"	"1999"	"1999"	986	240173	410.5
	"45-54 years"	"45-54"	"2000"	"2000"	951	247955	383.5
	"45-54 years"	"45-54"	"2001"	"2001"	1082	260932	414.7
	"45-54 years"	"45-54"	"2002"	"2002"	1064	265242	401.1
	"45-54 years"	"45-54"	"2003"	"2003"	1159	270474	428.5
	"45-54 years"	"45-54"	"2004"	"2004"	1130	276104	409.3
	"45-54 years"	"45-54"	"2005"	"2005"	1257	281725	446.2
	"45-54 years"	"45-54"	"2006"	"2006"	1265	287142	440.5
	"45-54 years"	"45-54"	"2007"	"2007"	1207	292524	412.6
	"45-54 years"	"45-54"	"2008"	"2008"	1282	296675	432.1
	"45-54 years"	"45-54"	"2009"	"2009"	1252	299636	417.8
	"45-54 years"	"45-54"	"2010"	"2010"	1249	299955	416.4
	"45-54 years"	"45-54"	"2011"	"2011"	1137	297867	381.7
	"45-54 years"	"45-54"	"2012"	"2012"	1253	293007	427.6
	"45-54 years"	"45-54"	"2013"	"2013"	1148	287238	399.7
	"45-54 years"	"45-54"	"2014"	"2014"	1184	283978	416.9
	"45-54 years"	"45-54"	"2015"	"2015"	1130	281423	401.5
	"45-54 years"	"45-54"	"2016"	"2016"	989	278932	354.6
	"55-64 years"	"55-64"	"1999"	"1999"	1421	148548	956.6
	"55-64 years"	"55-64"	"2000"	"2000"	1403	151307	927.3
	"55-64 years"	"55-64"	"2001"	"2001"	1489	156731	950.0
	"55-64 years"	"55-64"	"2002"	"2002"	1560	167402	931.9
	"55-64 years"	"55-64"	"2003"	"2003"	1575	175942	895.2
	"55-64 years"	"55-64"	"2004"	"2004"	1586	184004	861.9
	"55-64 years"	"55-64"	"2005"	"2005"	1645	192984	852.4
	"55-64 years"	"55-64"	"2006"	"2006"	1713	201725	849.2
	"55-64 years"	"55-64"	"2007"	"2007"	1759	210105	837.2
	"55-64 years"	"55-64"	"2008"	"2008"	1948	217081	897.4
	"55-64 years"	"55-64"	"2009"	"2009"	1977	225548	876.5
	"55-64 years"	"55-64"	"2010"	"2010"	2020	232890	867.4
	"55-64 years"	"55-64"	"2011"	"2011"	2138	244270	875.3
	"55-64 years"	"55-64"	"2012"	"2012"	2115	248075	852.6
	"55-64 years"	"55-64"	"2013"	"2013"	2154	253501	849.7
	"55-64 years"	"55-64"	"2014"	"2014"	2207	258956	852.3
	"55-64 years"	"55-64"	"2015"	"2015"	2319	264490	876.8
	"55-64 years"	"55-64"	"2016"	"2016"	2378	269305	883.0
	"65-74 years"	"65-74"	"1999"	"1999"	2798	109166	2563.1
	"65-74 years"	"65-74"	"2000"	"2000"	2650	108835	2434.9
	"65-74 years"	"65-74"	"2001"	"2001"	2685	108120	2483.4
	"65-74 years"	"65-74"	"2002"	"2002"	2584	107700	2399.3
	"65-74 years"	"65-74"	"2003"	"2003"	2468	107845	2288.5
	"65-74 years"	"65-74"	"2004"	"2004"	2364	108925	2170.3
	"65-74 years"	"65-74"	"2005"	"2005"	2407	110211	2184.0
	"65-74 years"	"65-74"	"2006"	"2006"	2374	112595	2108.4
	"65-74 years"	"65-74"	"2007"	"2007"	2356	115705	2036.2
	"65-74 years"	"65-74"	"2008"	"2008"	2458	120622	2037.8
	"65-74 years"	"65-74"	"2009"	"2009"	2475	125168	1977.3
	"65-74 years"	"65-74"	"2010"	"2010"	2473	128417	1925.8
	"65-74 years"	"65-74"	"2011"	"2011"	2526	133302	1894.9
	"65-74 years"	"65-74"	"2012"	"2012"	2702	142551	1895.5
	"65-74 years"	"65-74"	"2013"	"2013"	2783	150490	1849.3
	"65-74 years"	"65-74"	"2014"	"2014"	2901	157974	1836.4
	"65-74 years"	"65-74"	"2015"	"2015"	3039	165527	1836.0
	"65-74 years"	"65-74"	"2016"	"2016"	3050	172949	1763.5
	"75-84 years"	"75-84"	"1999"	"1999"	4267	72373	5895.8
	"75-84 years"	"75-84"	"2000"	"2000"	4273	73070	5847.8
	"75-84 years"	"75-84"	"2001"	"2001"	4359	75028	5809.8
	"75-84 years"	"75-84"	"2002"	"2002"	4410	76022	5801.0
	"75-84 years"	"75-84"	"2003"	"2003"	4325	77090	5610.3
	"75-84 years"	"75-84"	"2004"	"2004"	4294	77595	5533.9
	"75-84 years"	"75-84"	"2005"	"2005"	4362	77934	5597.0
	"75-84 years"	"75-84"	"2006"	"2006"	4263	78293	5444.9
	"75-84 years"	"75-84"	"2007"	"2007"	4094	77941	5252.7
	"75-84 years"	"75-84"	"2008"	"2008"	4148	77852	5328.1
	"75-84 years"	"75-84"	"2009"	"2009"	3912	77882	5023.0
	"75-84 years"	"75-84"	"2010"	"2010"	3849	77874	4942.6
	"75-84 years"	"75-84"	"2011"	"2011"	3791	78145	4851.2
	"75-84 years"	"75-84"	"2012"	"2012"	3879	78083	4967.8
	"75-84 years"	"75-84"	"2013"	"2013"	3854	78741	4894.5
	"75-84 years"	"75-84"	"2014"	"2014"	3864	79886	4836.9
	"75-84 years"	"75-84"	"2015"	"2015"	3962	81112	4884.6
	"75-84 years"	"75-84"	"2016"	"2016"	3902	82940	4704.6
	"85+ years"	"85+"	"1999"	"1999"	4240	26410	16054.5
	"85+ years"	"85+"	"2000"	"2000"	4233	26727	15837.9
	"85+ years"	"85+"	"2001"	"2001"	4307	26925	15996.3
	"85+ years"	"85+"	"2002"	"2002"	4272	27232	15687.4
	"85+ years"	"85+"	"2003"	"2003"	4300	27836	15447.6
	"85+ years"	"85+"	"2004"	"2004"	4108	28386	14471.9
	"85+ years"	"85+"	"2005"	"2005"	4340	29165	14880.9
	"85+ years"	"85+"	"2006"	"2006"	4528	30379	14905.0
	"85+ years"	"85+"	"2007"	"2007"	4530	31622	14325.5
	"85+ years"	"85+"	"2008"	"2008"	4889	32378	15099.8
	"85+ years"	"85+"	"2009"	"2009"	4454	33064	13470.8
	"85+ years"	"85+"	"2010"	"2010"	4777	33660	14191.9
	"85+ years"	"85+"	"2011"	"2011"	4992	35491	14065.5
	"85+ years"	"85+"	"2012"	"2012"	5024	36547	13746.7
	"85+ years"	"85+"	"2013"	"2013"	5393	37518	14374.4
	"85+ years"	"85+"	"2014"	"2014"	5280	38278	13793.8
	"85+ years"	"85+"	"2015"	"2015"	5457	38783	14070.6
	"85+ years"	"85+"	"2016"	"2016"	5271	39343	13397.6
	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: Johnson County, KS (20091), Leavenworth County, KS (20103), Linn County, KS (20107), Miami County, KS (20121), Wyandotte"
"County, KS (20209), Bates County, MO (29013), Caldwell County, MO (29025), Cass County, MO (29037), Clay County, MO (29047),"
"Clinton County, MO (29049), Jackson County, MO (29095), Lafayette County, MO (29107), Platte County, MO (29165), Ray County, MO"
"(29177)"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: Ten-Year Age Groups, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: May 14, 2018 8:56:12 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on May 14, 2018 8:56:12 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
